link_researcher,assunto_keywords,assunto_ids
/pt/auxilios/45315/caracterizacao-genotipica-e-fenotipica-de-cepas-de-staphylococcus-hyicus-provenientes-de-suinos-e-is/,Saúde animal##Doenças transmissíveis##Suínos##Epidermite exudativa do suíno##Staphylococcus hyicus##Técnicas de genotipagem##Análise do polimorfismo de comprimento de fragmentos amplificados##Eletroforese em gel de campo pulsado,3628##7080##3645##148973##175840##10887##162018##157733
/pt/auxilios/45326/caracterizacao-molecular-de-sarcocystis-spp-obtidos-de-fezes-de-marsupiais-do-genero-didelphis-spp/,Doenças parasitárias em animais,158337
/pt/auxilios/35266/ultrassonografia-doppler-do-fluxo-arterial-digital-em-bovinos-com-diferentes-escores-de-claudicacao/,Clínica médica veterinária##Doenças podais##Claudicação intermitente##Bovinos leiteiros##Ultrassonografia Doppler,5801##162332##19691##1822##18952
/pt/auxilios/45031/diferentes-taxas-de-infusao-de-tramadol-na-analgesia-trans-e-pos-operatoria-imediata-de-caes-submeti/,Anestesiologia veterinária,153518
/pt/auxilios/45049/avaliacao-da-interacao-biologica-entre-os-implantes-de-poliuretana-de-mamona-e-quitosana-associados/,Ortopedia e traumatologia veterinária##Equinos##Regeneração óssea##Implante ósseo animal##Teste de biocompatibilidade##Quitosana##Mamona,6525##3670##3451##6526##8885##1956##4514
/pt/auxilios/45054/metapneumovirus-aviario-ampv-desenvolvimento-de-recombinantes-expressando-as-glicoproteinas-f-e-g/,Virologia veterinária,14123
/pt/auxilios/45068/estudo-do-remodelamento-miocardico-na-inducao-da-cardiomiopatia-dilatada-com-doxorrubicina-em-modelo/,Cardiomiopatia dilatada##Fibronectinas##Caspases##Doxorrubicina##Ecocardiografia Doppler##Imuno-histoquímica##Microscopia eletrônica,20334##8835##16952##148892##151292##162220##3862
/pt/auxilios/31527/caracterizacao-sorologica-e-molecular-do-virus-da-influenza-equina-eiv-em-cavalos-criados-no-estad/,Doenças infecciosas em animais##Equinos##Virologia veterinária##Reação em cadeia por polimerase (PCR),5441##3670##14123##6714
/pt/auxilios/31555/alteracoes-fundoscopicas-em-caes-portadores-de-diabete-melito/,Oftalmologia##Retinopatia diabética##Diabetes mellitus##Cães,3396##10963##997##3722
/pt/auxilios/31806/protocolo-hormonal-em-ovinos-uso-de-um-novo-dispositivo-de-liberacao-sustentada-de-progesterona/,Biotecnologia da reprodução,2716
/pt/auxilios/31850/analise-multigenica-de-rotavirus-do-grupo-a-em-suinos/,Doenças infecciosas em animais##Suínos##Rotavirus##Genes virais##Reação em cadeia da polimerase via transcriptase reversa (RT-PCR)##Filogenia,5441##3645##7273##12046##149884##623
/pt/auxilios/31895/diagnostico-de-criptosporidiose-em-animais-de-companhia-por-meio-da-reacao-em-cadeia-de-polimerase-e/,Animais domésticos##Parasitologia veterinária##Cryptosporidium##Genótipo##Reação em cadeia da polimerase em tempo real,3629##8399##1057##151581##160909
/pt/auxilios/31900/alteracoes-no-numero-de-copias-genomicas-em-mastocitomas-cutaneos-caninos/,Oncologia veterinária##Cães##Mastocitoma animal##Mastocitoma cutâneo##Dosagem de genes##Imuno-histoquímica##Hibridização genômica comparativa,4371##3722##150149##156184##162319##162220##157233
/pt/auxilios/31905/ocorrencia-e-caracterizacao-genotipica-de-rotavirus-grupo-a-em-frangos-de-corte-poedeiras-e-matrize/,Doenças infecciosas em animais##Avicultura##Aves poedeiras##Frangos de corte##Rotavirus animal##ELISA##Análise de sequência de DNA##Reação em cadeia por polimerase (PCR),5441##1846##3099##765##7138##4570##8439##6714
/pt/auxilios/35203/efeito-da-adicao-do-dimetil-sulfoxido-e-do-colesterol-sobre-a-viabilidade-espermatica-na-refrigeraca/,Biotecnologia da reprodução##Inseminação artificial animal##Sêmen animal##Equinos##Refrigeração##Dimetil sulfóxido,2716##2870##3781##3670##6602##152785
/pt/auxilios/35257/utilizacao-de-lecitina-de-soja-para-a-refrigeracao-e-criopreservacao-do-semen-de-caes/,Biotecnologia da reprodução##Criopreservação animal##Crioprotetores##Lecitinas##Refrigeração##Sêmen animal##Cães,2716##6050##17997##162321##6602##3781##3722
/pt/auxilios/35263/uso-do-resveratrol-na-prevencao-do-estresse-oxidativo-em-eritrocitos-e-neutrofilos-de-ratos-sedentar/,Sedentarismo##Estresse oxidativo##Exercício físico##Resveratrol##Eritrócitos##Neutrófilos##Ratos,4562##843##682##149174##2958##664##1856
/pt/auxilios/30384/mensuracao-da-sensibilidade-corneana-e-producao-lacrimal-em-caes-submetidos-a-facoemulsificacao/,Oftalmologia veterinária##Procedimentos cirúrgicos oftalmológicos##Córnea##Catarata##Aparelho lacrimal##Cães,5431##3582##3688##4591##148647##3722
/pt/auxilios/30661/termografia-escrotal-e-ultrasonografia-doppler-testicular-em-touros-correlacao-com-a-qualidade-do-s/,Clínica veterinária##Testículo##Sêmen animal##Ultrassonografia Doppler##Termografia##Touros,7234##8728##3781##18952##5285##148651
/pt/auxilios/44914/efeitos-locais-da-morfina-sob-a-expressao-de-citocinas-e-de-mediadores-inflamatorios-em-coelhos-da/,Oftalmologia veterinária##Uveíte##Fator de necrose tumoral alfa##Interleucina-1beta##Coelhos,5431##1617##17293##8668##6982
/pt/auxilios/44915/acao-do-forskolin-da-butirolactona-i-e-da-roscovitina-na-maturacao-de-oocitos-bovinos-e-suas-implic/,Biotecnologia da reprodução,2716
/pt/auxilios/44918/estudo-clinico-citologico-e-da-ativacao-de-neutrofilos-no-sangue-e-lavado-traqueobronquico-em-ovinos/,Clínica de grandes animais##Ovinos##Doenças respiratórias##Pneumonia##Lavagem broncoalveolar##Nitroazul de tetrazólio##Neutrófilos,161922##3416##517##3281##4577##162296##664
/pt/auxilios/44920/valor-prognostico-da-expressao-genica-e-proteica-do-atm-em-cadelas-com-neoplasias-mamarias/,Oncologia veterinária##Neoplasias mamárias##Metástase neoplásica##Expressão gênica##Expressão de proteínas##Cadelas,4371##1603##2442##874##159837##8348
/pt/auxilios/44922/efeitos-da-cetamina-e-do-butorfanol-em-associacao-a-guaifenesina-em-burros-equus-caballus-x-equus-a/,Anestesiologia veterinária,153518
/pt/auxilios/44983/desenvolvimento-de-um-metodo-de-pcr-em-tempo-real-para-o-diagnostico-de-rotavirus-suino/,Doenças infecciosas em animais##Animais domésticos,5441##3629
/pt/auxilios/44988/expressao-proteica-diferencial-em-linhagens-de-escherichia-coli-septicemicas-para-aves-apec-da-pr/,Virulência##Escherichia coli##Aves,875##981##1416
/pt/auxilios/31657/efeitos-de-diferentes-concentracoes-de-isofluorano-sobre-a-perfusao-tecidual-em-caes/,Anestesiologia veterinária,153518
/pt/auxilios/31665/determinacao-de-ponto-isometrico-para-realizacao-de-sutura-ilio-trocanterica-apos-seccao-do-ligament/,Cirurgia veterinária##Cães,5806##3722
/pt/auxilios/31673/transfeccao-de-anticorpos-anti-virus-da-raiva-em-celulas-de-linhagem-n2a-neuroblastoma-de-camundong/,Vírus da raiva,1970
/pt/auxilios/31675/avaliacao-da-hipertrigliceridemia-em-equinos-internados-e-o-uso-da-nutricao-clinica-como-suporte-ao/,Clínica médica veterinária##Equinos,5801##3670
/pt/auxilios/31812/avaliacao-da-qualidade-de-vida-de-caes-e-gatos-em-unidades-de-terapia-intensiva-veterinarias/,Unidades de terapia intensiva##Cães##Gatos##Qualidade de vida,4616##3722##4373##4066
/pt/auxilios/31814/parametros-cardiovasculares-hematologicos-e-ultrassonograficos-em-cadelas-submetidas-a-ovariosalpin/,Anestesiologia veterinária,153518
/pt/auxilios/31836/efeitos-do-cetorolaco-de-trometamina-sobre-a-expressao-da-oxido-nitrico-sintase-2-e-da-metaloprotein/,Oftalmologia veterinária##Coelhos##Córnea##Óxido nítrico sintase tipo II##Metaloproteinase 9 da matriz##Cetorolaco de trometamina##Anti-inflamatórios não esteroides,5431##6982##3688##17105##153010##156281##160840
/pt/auxilios/31862/caracterizacao-epidemiologica-da-leptospirose-em-animais-selvagens-de-vida-livre-animais-domesticos/,Epidemiologia veterinária##Saúde animal##Leptospirose##Animais selvagens##Saúde pública##Agricultura familiar,152915##3628##1334##12748##157772##1723
/pt/auxilios/31874/caracterizacao-microbiologica-molecular-e-contagem-de-celulas-somaticas-por-citometria-de-fluxo-so/,Mastite animal##Caprinos##Contagem de células somáticas##Análise microbiológica##Staphylococcus##Escherichia coli##Reação em cadeia da polimerase multiplex,3873##1058##152236##8502##6087##981##162015
/pt/auxilios/31504/ultrassonografia-convencional-e-dopplerfluxometria-materno-fetal-na-avaliacao-pre-natal-de-cadelas-g/,Cães##Prenhez##Ultrassonografia pré-natal,3722##2867##10584
/pt/auxilios/31518/influencia-do-cha-verde-proveniente-da-planta-camellia-sinensis-na-reproducao-de-ratas-wistar-supero/,Fisiologia molecular##Fatores de crescimento do endotélio vascular##Superovulação##Corpo lúteo##Camellia sinensis,19961##150298##2871##18948##3233
/pt/auxilios/31522/participacao-de-moleculas-nao-proteicas-adenosina-e-prostaglandina-e2-salivares-no-sucesso-da-infe/,Imunologia veterinária##Imunomodulação##Interações hospedeiro-patógeno##Carrapatos##Rhipicephalus sanguineus##Dinoprostona##Adenosina,5439##68##158580##276##4759##7845##7016
/pt/auxilios/31524/correlacao-dos-achados-microbiologicos-e-citologico-coletados-por-broncoscopia-de-caes-com-colapso-t/,Cirurgia veterinária##Doenças da traqueia##Broncoscopia##Cães##Citologia,5806##162300##7161##3722##11537
/pt/auxilios/31549/maturacao-in-vitro-de-oocitos-de-ovelhas-santa-ines-submetidas-a-sucessivas-sessoes-de-aspiracao-fol/,Fertilização in vitro animal,11951
/pt/auxilios/31577/avaliacao-de-protocolos-sanitarios-em-psitacideos-em-cativeiro-e-analise-de-programas-de-relocacao-p/,Doenças infecciosas em animais##Doenças das aves##Psittacidae##Papagaios##Conservação de espécies##Poxviridae##Paramyxovirus##Influenza aviária##Gammacoronavirus##Monitoramento epidemiológico##Análise de sequência de DNA##Reação em cadeia por polimerase (PCR)##Reintrodução de espécies na natureza,5441##156991##16559##12744##178297##178305##151515##156115##178298##161306##8439##6714##178304
/pt/auxilios/31585/estudo-do-papel-das-catelicidinas-e-interleucinas-na-resposta-inflamatoria-pos-inseminacao-artificia/,Fisiopatologia animal,5292
/pt/auxilios/31587/estudo-da-microbiota-dos-carrapatos-amblyomma-cajennense-e-amblyomma-aureolatum-vetores-da-febre-ma/,Carrapatos##Simbiose##Análise de sequência de DNA##Filogenia,276##11801##8439##623
/pt/auxilios/31591/comportamento-de-autolimpeza-e-estudo-de-fatores-anatomo-fisiologicos-que-diferenciam-animais-resist/,Parasitose animal,5559
/pt/auxilios/30470/bloqueio-peribulbar-com-ropivacaina-a-1-guiado-por-ultrassonografia-em-caes-avaliacao-e-padronizac/,Anestesiologia veterinária##Anestesia local##Ropivacaína##Ultrassonografia##Cães,153518##7633##16440##398##3722
/pt/auxilios/54987/analise-do-perfil-proteico-e-lipidico-de-embrioes-pre-implantacionais-bovinos-infectados-com-herpesv/,Biotecnologia da reprodução##Herpesvirus bovino 1##Mortalidade embrionária animal##Fertilização in vitro animal##Marcador molecular##Espectrometria de massas##Proteômica,2716##12357##157605##11951##1028##1514##2991
/pt/auxilios/31408/efeito-da-utilizacao-de-extrato-seco-de-parede-de-levedura-e-13-16-beta-glucanos-sobre-a-microbiot/,Imunologia veterinária##Nutrição animal##Prebióticos,5439##764##20171
/pt/auxilios/30476/estudo-clinico-laboratorial-e-terapeutico-da-diarreia-experimental-de-bezerros-de-bufalas-induzida/,Infecções bacterianas##Salmonella enterica##Diarreia##Bezerros##Antibióticos,1010##11751##980##4753##1966
/pt/auxilios/30560/estudo-clinico-laboratorial-e-hemogasometrico-em-urolitiase-em-ovinos/,Ovinos##Urolitíase##Suspensão de tratamento,3416##16502##176987
/pt/auxilios/30564/avaliacao-da-angiogenese-em-resposta-ao-tratamento-com-melatonina-no-cancer-de-mama-estudo-in-vitro/,Neoplasias##Neoplasias mamárias##Melatonina,362##1603##1899
/pt/auxilios/30565/genotipagem-de-amostras-de-toxoplasma-gondii-isoladas-de-avestruzes-struthio-camelus-de-abatedouro/,Doenças parasitárias em animais##Toxoplasmose##Toxoplasma gondii##Epidemiologia molecular##Técnicas de genotipagem##Avestruzes,158337##1619##1056##7263##10887##3358
/pt/auxilios/30583/efeitos-das-condicoes-metabolicas-e-hormonais-de-vacas-leiteiras-durante-o-periodo-de-transicao-e-in/,Bovinocultura leiteira##Vacas##Oócitos##Metabolismo animal##Balanço de energia##Eficiência reprodutiva animal,1847##1962##339##3150##151652##165499
/pt/auxilios/30319/influencia-da-ingestao-da-materia-seca-energia-na-funcao-reprodutiva-e-qualidade-de-ovocitos-emb/,Embriologia animal##Ruminantes,2819##1063
/pt/auxilios/30342/expressao-genica-caracterizacao-eletroforetica-e-analise-ultra-estrutural-de-embrioes-e-tecido-mate/,Expressão gênica##Prenhez##Cadelas,874##2867##8348
/pt/auxilios/30344/genotipos-de-virulencia-perfil-de-resistencia-e-tipagem-molecular-de-cepas-de-staphylococcus-aureus/,Mastite animal##Novilhos##Genótipo##Staphylococcus aureus,3873##5128##151581##7299
/pt/auxilios/30352/resposta-do-linfoma-cutaneo-a-quimioterapia-frente-aos-achados-imunoistoquimicos-e-expressao-do-mdr-/,Oncologia veterinária##Linfoma##Expressão gênica##Cães,4371##5996##874##3722
/pt/auxilios/30366/isolamento-e-caracterizacao-genetica-do-reovirus-de-perus-treov-provenientes-de-quadros-de-interit/,Virologia veterinária##Perus (aves)##Coronavirus do peru##Rotavirus animal##Adenovirus##Avastrovirus##Orthoreovirus aviário##Enterite transmissível dos perus##Caracterização genética##Isolamento viral##Reação em cadeia da polimerase em tempo real##Técnicas e procedimentos diagnósticos,14123##15117##178260##7138##5805##163924##178261##178257##176872##173306##160909##159254
/pt/auxilios/30374/antes-status-imune-hematologico-bioquimico-e-comportamental-de-cordeiros-nascidos-a-termo-e-prema/,Asfixia neonatal##Imunologia veterinária##Cordeiros,6425##5439##19653
/pt/auxilios/30392/avaliacao-das-tecnicas-de-osteotomia-para-avanco-da-tuberosidade-tibial-tta-e-nivelamento-do-plato/,Ligamentos articulares##Cães,149190##3722
/pt/auxilios/30395/uso-de-swab-conjuntival-para-deteccao-da-leishmaniose-canina-por-pcr/,Leishmaniose visceral##Leishmania infantum##Cães##Técnicas e procedimentos diagnósticos##Reação em cadeia por polimerase (PCR)##Técnicas imunoenzimáticas,3063##150056##3722##159254##6714##4935
/pt/auxilios/30453/criopreservacao-e-fertilidade-de-espermatozoides-colhidos-com-vagina-artificial-e-recuperados-da-cau/,Equinos##Garanhões##Criopreservação animal,3670##11953##6050
/pt/auxilios/30464/efeito-do-consumo-de-fibra-e-proteina-sobre-a-saciedade-composicao-corporal-e-respostas-pos-prandia/,Nutrição animal##Obesidade##Fibras na dieta##Digestibilidade##Grelina,764##33##149689##1488##16965
/pt/auxilios/30487/estudo-biomecanico-e-de-biopolimeros-em-tecnicas-de-osteossintese-na-consolidacao-de-fraturas-em-equ/,Biomecânica##Equinos##Biomateriais,424##3670##396
/pt/auxilios/29662/caracterizacao-epidemiologica-e-riscos-associados-ao-virus-respiratorio-sincicial-bovino-brsv-em-r/,Georreferenciamento##Reação em cadeia da polimerase via transcriptase reversa (RT-PCR)##Epidemiologia##Fatores de risco,159382##149884##157796##1076
/pt/auxilios/30095/caracterizacao-molecular-de-riquetsias-e-tipagem-de-cepas-de-rickettsia-detectadas-em-carrapatos-e-a/,Febre maculosa##Técnicas de diagnóstico molecular##Epidemiologia##Pulgas##Carrapatos##Reservatórios,5762##6547##157796##3586##276##2422
/pt/auxilios/30142/indice-bispectral-efeitos-hemodinamicos-e-respiratorios-da-infusao-continua-de-diferentes-taxas-de/,Anestesiologia veterinária##Propofol##Hemogasometria##Bovinos##Bezerros,153518##12966##6822##2718##4753
/pt/auxilios/30148/estudo-de-proteinas-de-fase-aguda-em-caes-e-gatos-com-linfoma/,Oncologia veterinária##Neoplasias em animal##Linfoma##Proteínas da fase aguda##Proteína amiloide A sérica##Orosomucoide##Biomarcadores tumorais##Cães##Gatos,4371##4372##5996##7992##13652##178449##167092##3722##4373
/pt/auxilios/30185/resposta-imune-mediada-por-celulas-no-colostro-e-sangue-de-bezerros-neonatos-influencia-da-vacinaca/,Vírus da diarreia viral bovina##Imunização passiva##Colostro##Bezerros,5878##108##984##4753
/pt/auxilios/30318/avaliacao-de-acidos-organicos-e-probiotico-como-alternativa-a-aditivos-antimicrobianos-sobre-paramet/,Anti-infecciosos##Salmonella enteritidis##Probióticos##Perus (aves),162377##149218##329##15117
/pt/auxilios/29962/efeitos-da-osteotomia-dupla-ou-tripla-da-pelve-sobre-variaveis-pelvicas-e-articulares-em-cadaveres-c/,Cirurgia veterinária##Cães,5806##3722
/pt/auxilios/29966/celulas-t-regulatorias-em-caes-com-linfoma-quantificacao-no-momento-do-diagnostico-e-apos-etapa-ini/,Prognóstico##Linfócitos T reguladores##Cães##Oncologia veterinária##Linfoma##Quimioterapia##Citometria de fluxo,737##10448##3722##4371##5996##4920##73
/pt/auxilios/29997/avaliacao-de-diferentes-provas-sorologicas-para-o-diagnostico-da-brucelose-canina-causada-por-brucel/,Brucelose animal##Brucella canis##Técnicas imunoenzimáticas##Reação em cadeia por polimerase (PCR)##Cães,18492##149457##4935##6714##3722
/pt/auxilios/30048/deteccao-e-caracterizacao-de-stec-epec-e-apec-em-aves-selvagens-e-pombos-na-cidade-de-jaboticabal-s/,Microbiologia##Escherichia coli##Reação em cadeia por polimerase (PCR),158001##981##6714
/pt/auxilios/24798/estudo-comparativo-da-tomografia-computadorizada-raio-x-convencional-e-ultrassonografia-nas-afeccoe/,Diagnóstico por imagem##Ligamentos##Ressonância magnética##Tomografia computadorizada de emissão##Ultrassonografia##Raios X##Equinos,804##11631##803##1744##398##1657##3670
/pt/auxilios/29332/analise-do-estado-funcional-dos-gametas-masculinos-obtidos-in-vitro-a-partir-de-celulas-tronco-embri/,Células germinativas##Células-tronco embrionárias##Diferenciação##Meiose##Espermatozoides,13714##5588##176349##151913##7064
/pt/auxilios/29706/ocorrencia-de-mycobacterium-bovis-e-outras-micobacterias-em-amostras-de-leite-bovino-provenientes-de/,Fungos##Mycobacterium bovis##Leite##Qualidade da produção,647##16615##354##5711
/pt/auxilios/29905/suplementacao-com-gordura-eou-substancias-antioxidantes-ou-sexagem-por-citometria-de-fluxo-e-seus/,Sêmen##Gorduras##Congelamento##Andrologia##Morfometria##Antioxidantes,151462##2304##3477##17819##734##138
/pt/auxilios/29909/caracterizacao-da-resposta-imune-celular-pela-expressao-de-cd4-cd8-cd4cd25-cd28-cd80-cd86-c/,Neoplasias mamárias##Neoplasias em animal##Carcinossarcoma##Células matadoras naturais##Imuno-histoquímica##Antígenos CD##Cães,1603##4372##157192##1482##162220##157769##3722
/pt/auxilios/29915/efeitos-da-aplicacao-da-hcg-em-diferentes-dias-do-ciclo-estral-sobre-a-concentracao-plasmatica-de-pr/,Equinos##Progesterona##Ciclo estral animal##Gonadotrofina coriônica,3670##2866##2869##18140
/pt/auxilios/29515/ocorrencia-e-diversidade-molecular-de-rotavirus-em-rebanhos-bovinos-leiteiros-e-de-corte-nas-regioes/,Diarreia##Bovinos##Rotavirus##Genótipo##Distribuição geográfica##Variação genética,980##2718##7273##151581##166440##1061
/pt/auxilios/29641/quantificacao-imunofenotipica-de-celulas-cd45-e-de-subpopulacoes-linfocitarias-no-sangue-de-cordao-u/,Células-tronco##Patologia clínica##Citometria de fluxo##Suínos,319##148574##73##3645
/pt/auxilios/29652/avaliacao-de-protocolos-de-esvaziamento-gastrico-para-exame-gastroscopico-em-equinos/,Equinos##Enteropatias em animal##Úlcera animal,3670##5877##149563
/pt/auxilios/29664/estudo-dos-aspectos-envolvidos-na-diferenciacao-induzida-em-cultura-celular-de-osteoblastos-neopla/,Neoplasias em animal##Carcinogênese animal##Conexinas##Diferenciação celular##Osteossarcoma,4372##5950##1600##883##163916
/pt/auxilios/29672/comparacao-do-padrao-da-expressao-genica-global-de-embrioes-bos-taurus-indicus-e-bos-taurus-taurus-p/,Embrião de animal##Bovinos##Bos taurus indicus##Bos taurus taurus##Expressão gênica##Lipídeos##Análise de sequência com séries de oligonucleotídeos##RNA mensageiro##Reação em cadeia da polimerase em tempo real,3417##2718##165487##165493##874##2036##16352##5127##160909
/pt/auxilios/29686/pesquisa-e-caracterizacao-genetica-de-amostras-do-torque-teno-sus-virus-1-e-2-circulantes-em-suinos/,São Paulo##Filogenia,750##623
/pt/auxilios/29473/analise-do-efeito-de-dois-diferentes-tratamentos-com-analogo-de-gnrh-nos-niveis-sericos-de-estradiol/,Avestruzes##Hormônio liberador de gonadotropina##Ovulação##Estradiol##Progesterona##Ultrassonografia,3358##16696##1608##5129##2866##398
/pt/auxilios/29573/avaliacao-da-expressao-do-c-kit-pten-e-correlacao-entre-as-conexinas-32-43-e-caderina-e-a-protein/,Oncologia veterinária,4371
/pt/auxilios/29578/avaliacao-da-fragmentacao-do-dna-espermatico-de-semen-refrigerado-de-garanhoes/,Biotecnologia da reprodução##Equinos,2716##3670
/pt/auxilios/29050/uso-do-sistem-de-cultivo-2d-e-3d-para-diferenciacao-de-celulas-tronco-espermatogoniais-e-inducao-da/,Espermatogênese##Células-tronco adultas##Imuno-histoquímica,1730##148245##162220
/pt/auxilios/28588/teste-da-eficiencia-de-vacinas-contra-o-herpesvirus-bovino-tipo-1-e-o-pestevirus-bovino-tipo-1-e-2-e/,Virologia veterinária##Herpesvirus bovino 1##Anticorpos antivirais##Antígenos de histocompatibilidade classe II##Caprinos,14123##12357##7056##13795##1058
/pt/auxilios/28593/uso-do-acido-mefenamico-em-receptoras-assincronicas-na-transferencia-de-embriao-em-equinos/,Progesterona##Ácido mefenâmico##Luteólise,2866##153191##5381
/pt/auxilios/28651/avaliacao-hormonal-adrenocortical-em-caes-com-infeccao-natural-por-ehrlichia-canis/,Endocrinologia veterinária##Erliquiose canina##Ehrlichia canis##Glândulas suprarrenais##Hormônios##Cães,148871##6262##5521##159333##1599##3722
/pt/auxilios/28666/analise-do-perfil-hemostatico-e-do-risco-tromboembolico-em-caes-submetidos-ao-tratamento-com-prednis/,Prednisona##Hemostasia##Cães##Tromboembolismo,152905##2807##3722##15017
/pt/auxilios/28694/estudo-biomecanico-da-resistencia-a-tracao-de-osteotomias-da-tuberosidade-da-tibia-de-caes-estabiliz/,Cirurgia veterinária##Osteotomia##Tibia##Ligamentos articulares##Biomecânica##Cães,5806##3089##149703##149190##424##3722
/pt/auxilios/28792/efeitos-da-timulina-5ch-na-lesao-granulomatosa-induzida-por-bcg-participacao-de-celulas-b-1/,Hormônios do timo##Imuno-histoquímica##Linfócitos B##Neoplasias epiteliais e glandulares##Carcinoma de Ehrlich##Citometria de fluxo##Granuloma,157562##162220##3012##19714##5006##73##862
/pt/auxilios/28962/estudo-comparativo-da-resposta-inflamatoria-cronica-induzida-em-pacu-piaractus-mesopotamicus-por-c/,Peixes##Inflamação crônica##Macrófagos,1393##174063##663
/pt/auxilios/24223/influencia-do-virus-da-artrite-encefalite-caprina-no-imunograma-sanguineo-e-lacteo-de-cabras-natural/,Imunologia clínica##Lentivirus##Artrite animal##Caprinocultura leiteira##Caprinos,11703##5664##18465##12238##1058
/pt/auxilios/24381/estudo-de-parametros-clinicos-e-imunitarios-da-vacinacao-contra-a-doenca-de-newcastle-e-sua-importan/,Aves##Agapornis##Doença de Newcastle##Reação em cadeia por polimerase (PCR),1416##18606##5623##6714
/pt/auxilios/24382/uso-de-antioxidantes-no-meio-diluente-tris-para-refrigeracao-e-congelacao-de-celulas-espermaticas-pr/,Medicina veterinária preventiva##Espermatozoides animal##Preservação do sêmen##Antioxidantes##Sêmen animal,158015##150849##7737##138##3781
/pt/auxilios/24783/expressao-dos-genes-supressores-de-tumor-p53-e-p63-e-dos-marcadores-de-apoptose-em-tumores-de-anexos/,Procedimentos cirúrgicos oftalmológicos##Neoplasias oculares##Genes supressores de tumor##Apoptose##Genes p53##Cães,3582##18945##2704##72##7336##3722
/pt/auxilios/24790/estudo-das-caracteristicas-foliculares-avaliadas-atraves-da-ultrassonografia-modo-b-e-doppler-colori/,Equinos,3670
/pt/auxilios/26387/determinacao-dos-valores-da-pressao-da-arteria-pulmonar-da-oximetria-da-hemogasometria-e-dos-teore/,Oximetria##Lactatos##Hemogasometria,4627##18962##6822
/pt/auxilios/26554/susceptibilidade-de-celulas-embrionarias-de-perus-mesenquimais-respiratorias-e-digestivas-a-infecc/,Perus (aves)##Virologia veterinária##Viroses em animais##Infecções por Coronavirus##Coronavirus do peru##Enterite transmissível dos perus##Cultura de células##Infecções respiratórias,15117##14123##5624##160178##178260##178257##4904##7294
/pt/auxilios/24229/alteracoes-metabolicas-e-inflamatorias-em-equinos-submetidos-a-esforco-fisico-de-longa-duracao/,Exercício físico##Fisiologia do esforço##Formação de anticorpos##Metabolismo animal##Equinos,682##158062##13859##3150##3670
/pt/auxilios/24232/estudo-comparativo-do-uso-de-probiotico-e-monensina-na-prevencao-da-acidose-lactica-ruminal-aguda-em/,Doenças nutricionais e metabólicas##Probióticos##Leveduras##Saccharomyces cerevisiae##Acidose láctica##Rúmen##Ovinos,17852##329##1553##1554##18474##1064##3416
/pt/auxilios/24233/carcinogenese-mamaria-induzida-por-dmba-em-camundongos-geneticamente-modificados-deficientes-em-con/,"Oncologia veterinária##Neoplasias mamárias##Conexinas##Junções Gap##9,10-Dimetil-1,2-benzantraceno##Reação em cadeia por polimerase (PCR)",4371##1603##1600##9707##18475##6714
/pt/auxilios/24243/pesquisa-e-caracterizacao-fenotipica-e-genotipica-de-extended-spectrum-beta-lactamases-esbls-detec/,Bacterioses em animais##Escherichia coli##Fatores de virulência##beta-Lactamas##Cães##Gatos##Frangos,3882##981##5779##1296##3722##4373##11430
/pt/auxilios/24257/avaliacao-do-perfil-serico-de-citocinas-do-proteinograma-serico-e-da-temperatura-de-ovinos-submetid/,Endotoxemia##Escherichia coli##Citocinas##Ovinos,18552##981##662##3416
/pt/auxilios/24283/avaliacao-da-expressao-genica-em-leucocitos-de-equinos-analise-pela-tecnica-do-microarray-em-um-mod/,Gastroenterologia veterinária##Endotoxemia##Endotoxinas##Leucócitos##Equinos,7693##18552##8605##1480##3670
/pt/auxilios/24784/avaliacao-da-concentracao-progesteronica-plasmatica-e-hemodinamica-da-formacao-lutea-a-partir-da-asp/,Biotecnologia da reprodução##Transferência de embriões animal##Ovulação##Folículo ovariano##Ultrassonografia##Éguas,2716##7428##1608##4997##398##7741
/pt/auxilios/24785/influencia-de-dois-periodos-de-suplementacao-de-progesterona-exogena-em-receptoras-de-embrioes-acicl/,Biotecnologia da reprodução##Transferência de embriões animal##Corpo lúteo##Progesterona##Éguas,2716##7428##18948##2866##7741
/pt/auxilios/28058/estudo-caso-controle-de-agentes-infecto-parasitarios-causadores-de-diarreias-em-leitoes-neonatos/,Suínos##Epidemiologia veterinária##Doenças infecciosas em animais##Diarreia##Vírus da gastroenterite transmissível##Enterobacteriaceae##Escherichia coli##Clostridium perfringens##Campylobacter##Brachyspira##Strongyloides##Trichuris##Ascaris##Eimeria##Cryptosporidium##Coronavirus##Norovirus##Sapovirus##Rotavirus animal##Circovirus,3645##152915##5441##980##178246##1580##981##152109##151794##178319##12896##178320##178321##3874##1057##14124##159012##178322##7138##5720
/pt/auxilios/28102/caracteristicas-epidemiologicas-e-moleculares-da-infeccao-por-klebsiella-pneumoniae-em-rebanhos-bovi/,Mastite animal##Bovinocultura leiteira##Klebsiella pneumoniae##Leite##beta-Lactamases##Eletroforese em gel de campo pulsado,3873##1847##16064##354##151928##157733
/pt/auxilios/25539/avaliacao-comparativa-do-alinhamento-da-troclea-femoral-apos-teste-de-fadiga-de-duas-diferentes-tec/,Traumatologia##Fraturas de ossos em animal##Fêmur de animal##Cães,20514##3725##16399##3722
