link_researcher,assunto_keywords,assunto_ids
/pt/auxilios/46085/vigilancia-epidemiologica-da-doenca-cerebrovascular-perfil-de-risco-associado-a-letalidade-precoce/,Neurologia##Acidente vascular cerebral##Fatores de risco##Epidemiologia,2395##160826##1076##157796
/pt/auxilios/46090/relacao-entre-intensidade-da-miocarditepersistencia-e-carga-parasitaria-do-coracao-nativo-com-a-rea/,Trypanosoma cruzi##Transplante de coração##Reação em cadeia por polimerase (PCR),155##5424##6714
/pt/auxilios/46091/caracterizacao-das-propriedades-fisico-quimica-e-biologicas-da-epigalocatequina-3-galatoderivada-do/,Lesões periapicais##Chá verde##Camellia sinensis##Nanotecnologia,150095##161013##3233##395
/pt/auxilios/46098/avaliacao-da-transicao-epitelio-mesenquima-em-carcinoma-epidermoide-do-esofago-e-do-colo-de-utero-at/,Neoplasias do colo uterino##Neoplasias gástricas##Carcinoma de células escamosas##Imuno-histoquímica##Caderinas,13660##3284##1032##162220##2921
/pt/auxilios/46100/influencia-da-hipoxia-na-expressao-de-moleculas-de-adesao-cd44cd24-em-biopsias-e-linhagens-celulare/,Neoplasias de cabeça e pescoço##Glândulas salivares##Anóxia##Moléculas de adesão celular##Antígenos,2990##2208##3243##4714##1059
/pt/auxilios/46101/cdna-e-lincrna-microarrays-identificacao-de-padroes-de-expressao-genica-relacionados-a-metastatizac/,Neoplasias bucais##Metástase neoplásica##Carcinoma de células escamosas##Expressão gênica##DNA complementar##Hibridização genética,1031##2442##1032##874##7309##158343
/pt/auxilios/46103/caracterizacao-de-mecanismos-de-resistencia-aos-carbapenemicos-de-isolados-clinicos-de-enterobacter/,Infectologia##Enterobacteriaceae##Resistência microbiana a medicamentos##Antibióticos,18520##1580##164237##1966
/pt/auxilios/46117/papel-de-micrornas-na-regulacao-do-processo-inflamatorio-tecidual-em-pacientes-com-hiperplasia-prost/,MicroRNAs##Inflamação##Interleucinas,10971##665##1093
/pt/auxilios/46181/otimizacao-de-rastreamento-simultaneo-das-principais-mutacoes-envolvidas-na-surdez-nao-sindromica-us/,Genética médica##Mutação##Análise de sequência de DNA##Diagnóstico audiológico##Surdez,12407##988##8439##19595##5283
/pt/auxilios/46183/avaliacao-funcional-dos-musculos-do-assoalho-pelvico-e-da-sexualidade-de-mulheres-no-menacme/,Clínica médica##Ginecologia##Assoalho pélvico##Menopausa##Sexualidade##Fisioterapia,157776##10753##161426##1605##1591##19447
/pt/auxilios/46224/sequenciamento-do-exoma-em-amostras-de-pacientes-com-sobrecarga-primaria-de-ferro/,Hematologia##Hemocromatose##Mutação##Análise de sequência de DNA,4062##150377##988##8439
/pt/auxilios/46237/avaliacao-das-intercorrencias-dialiticas-de-pacientes-com-lesao-renal-aguda-submetidos-a-diferentes/,Nefrologia##Lesão renal aguda##Diálise renal##Hemodinâmica,3113##19156##4481##1568
/pt/auxilios/46253/peso-ao-nascer-em-criancas-asmaticasassociacao-com-adipocitocinas-e-fatores-de-riscos-para-doencas/,Crianças##Peso ao nascer##Asma##Doenças cardiovasculares,1097##17197##1910##704
/pt/auxilios/45637/estudo-da-aplicacao-de-um-modelo-matematico-da-avaliacao-do-padrao-de-motricidade-fina-em-pacientes/,Informática médica##Técnicas biossensoriais##Doença de Parkinson,3753##296##2431
/pt/auxilios/45642/restricao-calorica-em-obesos-com-comprometimento-cognitivo-leve-efeitos-sobre-adiposidade-comorbid/,Endocrinologia##Restrição calórica##Obesidade##Envelhecimento,529##19830##33##2054
/pt/auxilios/45685/aspectos-clinicos-e-moleculares-no-autismo-infantil-e-sindrome-de-asperger/,Neurologia##Síndrome de Asperger##Transtorno autístico##Biomarcadores,2395##149131##148572##1891
/pt/auxilios/45692/ensaio-clinico-randomizadocom-o-uso-topico-de-estrogenio-testosterona-acido-poliacrilico-e-place/,Ginecologia##Doenças urogenitais femininas##Atrofia##Terapia de reposição hormonal,10753##149135##5896##679
/pt/auxilios/45799/determinacao-do-perfil-diferencial-de-expressao-genica-e-proteica-na-progressao-das-lesoes-fibro-epi/,Neoplasias mamárias##Neoplasias epiteliais e glandulares##Fibroadenoma,1603##19714##149244
/pt/auxilios/45805/perfil-de-expressoes-de-micrornas-na-oncogenese-tiroidiana-papel-da-regulacao-pos-transcricional-na/,Iodo##Oncogenes##MicroRNAs##Neoplasias da glândula tireoide,4221##3026##10971##161698
/pt/auxilios/45806/cirurgia-de-revascularizacao-do-miocardio-apos-intervencao-coronaria-percutanea-com-stents-avaliaca/,Procedimentos cirúrgicos cardiovasculares##Revascularização miocárdica,157493##6107
/pt/auxilios/45809/condicionamento-hepatico-com-anestesicos-inalatorios-no-transplante-de-figado-estudo-prospectivo-ca/,Transplante de fígado##Anestésicos##Sevoflurano##Aspartato aminotransferases,1611##6078##5884##149167
/pt/auxilios/45818/avaliacao-funcional-do-assoalho-pelvico-pos-prostatectomia-radical/,Procedimentos cirúrgicos urológicos##Neoplasias da próstata##Disfunção erétil##Assoalho pélvico##Incontinência urinária##Prostatectomia,16633##9763##18076##161426##16141##8243
/pt/auxilios/45822/celulas-tronco-na-neurorrafia-latero-terminal-estudo-experimental-em-ratos/,Cirurgia plástica##Transplante de tecido encefálico##Células-tronco,149163##150527##319
/pt/auxilios/45826/laboratorio-avancado-de-pesquisas-em-ultrassonografia-tridimensional-do-departamento-de-obstetricia/,Ginecologia##Obstetrícia##Ultrassonografia pré-natal##Imagem tridimensional##Equipamentos e provisões##Laboratórios,10753##8834##10584##4594##162625##3274
/pt/auxilios/45835/avaliacao-do-papel-da-galectina-1-no-diabetes-mellitus-gestacional/,Diabetes mellitus,997
/pt/auxilios/45883/associacao-entre-ingestao-dietetica-niveis-sericos-e-eritrociarios-de-folato-com-polimorfismos-no-g/,Neoplasias colorretais##Polimorfismo genético##Ácido fólico,7139##151781##19365
/pt/auxilios/45899/fator-de-crescimento-de-queratinocitos-interleucinas-1-beta-6-8-10-12-e-fator-de-necrose-tumora/,Cirurgia plástica##Queimaduras##Inflamação##Citocinas,149163##2361##665##662
/pt/auxilios/45910/efeitos-do-bay-41-2272-agonista-de-guanilato-ciclase-soluvel-sobre-o-sistema-imunologico/,NADPH oxidase##Imunodeficiências primárias##Guanilato ciclase,1975##170319##20219
/pt/auxilios/45994/drenagem-linfatica-manual-em-pos-operatoriode-dermolipectomia-crural-em-mulheres-apos-cirurgia-baria/,Cirurgia plástica##Ressonância magnética##Coxas##Obesidade##Massagem,149163##803##153247##33##8752
/pt/auxilios/45360/comparacao-do-desempenho-de-tres-metodos-teste-tuberculinico-ppd-quantiferon-test-e-elispot-para/,Artropatias##Tuberculose,12190##521
/pt/auxilios/45365/analise-proteomica-de-plaquetas-provenientes-de-pacientes-com-trombose-venosa-profunda/,Trombose venosa##Proteoma##Plaquetas sanguíneas,2552##321##42608
/pt/auxilios/45372/marcadores-de-estresse-oxidativo-apos-ciclos-de-quimioterapia-adjuvante-para-cancer-de-colon-efeito/,Neoplasias colorretais##Quimioterapia,7139##4920
/pt/auxilios/45383/carcinoma-papilifero-da-tiroide-identificacao-de-rearranjos-retptc-mutacoes-nos-genes-braf-ras-e/,Endocrinologia##Neoplasias da glândula tireoide,529##161698
/pt/auxilios/45390/nefrolitiase-induzida-pela-hiperoxaluria-modelo-experimental-em-ratos/,Procedimentos cirúrgicos urológicos,16633
/pt/auxilios/45399/alteracoes-imunohistoquimicas-da-laringe-relacionadas-ao-processo-de-senilidade/,Procedimentos cirúrgicos otorrinolaringológicos##Laringe##Imuno-histoquímica##Idosos,158844##6389##162220##508
/pt/auxilios/45462/aspectos-da-imunidade-inata-na-doenca-de-behcet-um-modelo-de-doenca-autoinflamatoria/,Respiração celular##Neutrófilos##Citocinas,154713##664##662
/pt/auxilios/45464/a-via-linfatica-abdominal-pre-e-pos-abdominoplastia-analise-por-linfocintilografia/,Sistema linfático##Abdominoplastia##Parede abdominal##Linfocintilografia,10065##169890##150604##169891
/pt/auxilios/45471/o-impacto-do-excesso-de-gordura-corporal-sobre-a-densidade-mineral-ossea-e-a-remodelacao-ossea-estu/,Densidade óssea##Osteoporose##Obesidade##Adolescentes,3088##8148##33##1098
/pt/auxilios/45481/analise-de-genes-envolvidos-na-neurotransmissao-formacao-e-manutencao-sinaptica-em-individuos-com-d/,Transtorno autístico##Transtorno do espectro autista##Estudos de associação genética##Etiologia,148572##162324##159323##164058
/pt/auxilios/45484/ocupacao-e-exposicao-como-fatores-de-risco-no-desenvolvimento-e-prognostico-do-cancer-de-bexiga-est/,Prognóstico##Neoplasias da bexiga##Fatores de risco,737##15723##1076
/pt/auxilios/45490/estudo-controlado-e-duplamente-encoberto-sobre-o-efeito-do-ozonio-aplicado-por-endoscopia-espinhal-n/,Neurocirurgia##Endoscopia##Dor lombar##Ozônio##Citocinas##Síndrome pós-laminectomia,6532##6002##149080##4009##662##175827
/pt/auxilios/45492/avaliacao-de-polimorfismos-do-gene-fshr-amh-e-amhr2-em-mulheres-inferteis-e-sua-correlacao-com-resu/,Reprodução humana##Infertilidade feminina##Técnicas de reprodução assistida##Indução da ovulação##Polimorfismo genético##Receptores do FSH##Hormônio antimülleriano,169377##12608##168366##149365##151781##5131##160591
/pt/auxilios/45506/avaliacao-do-efeito-do-fentanil-sobre-a-funcao-miocardica-de-suinos-submetidos-a-altas-doses-de-epin/,Anestesiologia##Isquemia miocárdica##Analgésicos opioides##Cardiotônicos,5924##4667##2937##149074
/pt/auxilios/45521/estudo-randomizado-para-avaliacao-da-terapia-guiada-por-metas-em-cirurgia-cardiaca-de-alto-risco/,Procedimentos cirúrgicos cardiovasculares##Cirurgia torácica,157493##6109
/pt/auxilios/45543/nivel-de-stress-durante-o-atendimento-as-emergenciascomparacao-entre-realidade-e-cenarios-simulados/,Emergências##Estresse,151302##659
/pt/auxilios/45551/avaliacao-do-perfil-lipidico-e-das-apoliproteinas-a1-e-b-relacao-com-enzimas-associadas-ao-risco-ca/,Síndromes de imunodeficiência##Imunodeficiência de variável comum##Agamaglobulinemia##Peroxidase##Colesterol,990##148406##13798##2818##2265
/pt/auxilios/45556/avaliacao-da-umidificacao-e-aquecimento-dos-gases-inspirados-em-pacientes-pediatricos-sob-anestesia/,Anestesiologia##Intubação intratraqueal,5924##3391
/pt/auxilios/45672/analise-da-eficacia-da-higienizacao-das-maos-com-agua-ozonizada-sobre-a-flora-microbiana-residente/,Lavagem de mãos##Ozônio,149151##4009
/pt/auxilios/45269/modelo-experimental-de-transplante-hepatico-large-for-size-em-animais-em-crescimento-estudos-morfom/,Cirurgia pediátrica##Transplante de fígado,10806##1611
/pt/auxilios/35220/identificacao-das-mutacoes-de-resistencia-antiviral-para-inibidores-de-protease-ns34a-e-polimeras/,Doenças transmissíveis##Vírus da hepatite C##Filogenia##Inibidores de proteases##Coinfecção##HIV##Mutação,7080##15665##623##5786##160912##292##988
/pt/auxilios/44921/estudo-da-osteoporose-e-sindrome-metabolica-na-sindrome-de-sjogren-primaria/,Reumatologia,5709
/pt/auxilios/45033/repercussoes-organicas-da-transposicao-ileal-em-ratos-com-dismetabolismo-glicidico-induzido-por-diet/,Procedimentos cirúrgicos do sistema digestório,150358
/pt/auxilios/45035/anticorpos-sericos-contra-o-virus-da-poliomielite-em-pacientes-com-imunodeficiencia-primaria-em-uso/,Síndromes de imunodeficiência##Agamaglobulinemia##Imunodeficiência de variável comum##Poliomielite##Anticorpos##Imunoglobulinas,990##13798##148406##8249##217##5795
/pt/auxilios/45041/marcadores-imunogeneticos-relacionados-a-doenca-de-chagas/,Cardiologia,1006
/pt/auxilios/45128/analise-de-alteracoes-nos-genes-vhl-e-brf-1-e-sua-importancia-clinica-no-carcinoma-de-celulas-renais/,Técnicas de diagnóstico molecular##Neoplasias renais##Carcinoma de células renais##Proteína supressora de tumor Von Hippel-Lindau##RNA polimerase III##Análise de sequência de DNA##Prognóstico,6547##16629##16630##164751##157149##8439##737
/pt/auxilios/45133/avaliacao-do-efeito-da-lidocaina-venosa-no-alivio-da-dor-e-nas-concentracoes-plasmaticas-de-interleu/,Anestesiologia,5924
/pt/auxilios/45142/uso-de-nanoemulsoes-lipidicas-como-veiculos-de-metotrexato-e-paclitaxel-no-tratamento-da-doenca-vasc/,Transplante de coração##Aterosclerose##Nanoemulsão##Antiproliferativos##Paclitaxel##Toxicidade##Expressão gênica,5424##1976##161566##168956##2042##5392##874
/pt/auxilios/45179/papel-de-receptores-da-imunidade-inata-e-componentes-do-inflamassoma-em-pacientes-com-espondilite-an/,Espondilite anquilosante##Imunidade inata##Receptores toll-like##Proteínas NLR##Antígeno HLA-B27##Inflamassomos,148967##152069##16638##170041##170042##159357
/pt/auxilios/45198/estudo-comparativo-prospectivo-e-randomizado-de-analgesia-pos-operatoria-de-amigdalectomiaadenoam/,Otorrinolaringologia,403
/pt/auxilios/45209/influencia-da-atividade-das-metaloproteinases-2-e-9-na-diminuicao-do-colageno-tipo-i-miocardico-em-r/,Cardiologia##Leptina##Colágeno tipo I##Metaloproteinase 2 da matriz##Metaloproteinase 9 da matriz##Obesidade##Modelos animais,1006##948##17666##153009##153010##33##4755
/pt/auxilios/45213/comparacao-da-expressao-cutanea-dos-receptores-toll-like-tlr-dc-sign-e-dectin-2-entre-os-doentes/,Receptor 4 toll-like##Receptor 2 toll-like,149321##150812
/pt/auxilios/45254/regulacao-da-expressao-do-gene-slc2a4-pelo-fator-de-transcricao-nuclear-factor-nf-kappa-b-nf-kb-c/,Síndrome metabólica##NF-kappa B##Diabetes mellitus##Resistência à insulina,161166##17860##997##1266
/pt/auxilios/45255/o-papel-do-azul-de-metileno-na-prevencao-da-lesao-de-isquemia-reperfusao-em-transplante-pulmonar-de/,Cirurgia torácica##Transplante de pulmão##Azul de metileno##Antioxidantes,6109##149043##7153##138
/pt/auxilios/45262/efeito-e-mecanismos-do-cetoconazol-na-producao-hormonal-in-vitro-por-celulas-hipofisarias-tumorais-p/,Endocrinologia##Hipófise,529##8219
/pt/auxilios/45271/perfil-e-prevalencia-de-autoanticorpos-miosite-especificos-e-miosite-associados-na-populacao-brasile/,Reumatologia##Autoanticorpos##Doenças musculares,5709##160783##10395
/pt/auxilios/45317/caracterizacao-molecular-e-funcional-dos-sarcomas-osseos-e-de-partes-moles-da-infancia-e-da-adolesce/,Oncologia##Neoplasias ósseas##Crianças,4867##9023##1097
/pt/auxilios/45319/possivel-modulacao-farmacologica-e-bioquimica-de-celulas-tronco-mamarias-por-componentes-do-sistema/,Neoplasias mamárias##Biologia molecular##Células-tronco##Sistema renina-angiotensina,1603##157808##319##1626
/pt/auxilios/45325/efeito-da-administracao-de-um-agente-anti-angiogenico-malato-de-sunitinib-sutent-no-modelo-de-ab/,Nefrologia##Nefropatias,3113##999
/pt/auxilios/45330/estudo-do-imunofenotipo-dos-adenomas-de-celulas-basais-enfatizando-sua-relacao-com-as-lesoes-do-duc/,Mioepitelioma##Adenoma pleomórfico##Cultura de células##Matriz extracelular##Imuno-histoquímica,6350##152311##4904##2920##162220
/pt/auxilios/30058/melatonina-citocinas-e-cortisol-em-gestantes-com-pre-eclampsia-perfil-serico-e-placentario/,Obstetrícia##Gestantes##Pré-eclâmpsia##Glucocorticoides##Hidrocortisona##Hormônio da glândula pineal##Melatonina##Citocinas,8834##7986##3718##5183##7590##161874##1899##662
/pt/auxilios/31902/avaliacao-do-crescimento-ocular-atraves-de-interferometria-de-baixa-coerencia-de-nao-contato-e-do/,Oftalmologia##Miopia##Interferometria##Emetropia,3396##148793##3889##148794
/pt/auxilios/35239/pesquisa-da-mutacao-n34s-do-gene-spink1-e-da-mutacao-r254w-do-gene-ctrc-em-pacientes-etilistas-com-e/,Genética,157961
/pt/auxilios/30618/validacao-e-confiabilidade-para-o-brasil-do-neuropsychiatric-inventory-clinician-rating-scale-npi-c/,Neuropsiquiatria##Geriatria##Doença de Alzheimer##Demência##Avaliação neuropsicológica##Estudos de validação,148669##3473##1947##4803##5281##148665
/pt/auxilios/27933/analise-comparativa-entre-a-proteina-c-reativa-de-alta-sensibilidade-em-veia-periferica-e-seio-coron/,Cardiologia##Doença da artéria coronariana##Seio coronário##Angina pectoris##Proteína C-reativa,1006##17095##148544##17091##150338
/pt/auxilios/44934/analise-de-expressao-de-isoformas-pro-angiogenica-e-anti-angiogenica-do-gene-vegf-e-controle-de-spli/,Genética médica##Neoplasias mamárias##Fatores de crescimento do endotélio vascular##Isoformas de proteínas##Processamento alternativo,12407##1603##150298##10790##14711
/pt/auxilios/44936/associacao-de-fatores-de-risco-tradicionais-novos-e-relacionados-a-uremia-com-a-doenca-aterosclerot/,Nefrologia,3113
/pt/auxilios/44943/comparacao-dos-efeitos-da-ressuscitacao-com-ringer-lactato-solucao-salina-hipertonica-e-terlipressi/,Anestesiologia,5924
/pt/auxilios/44960/analise-do-status-mutacional-do-gene-kras-em-carcinomas-coloretais-primarios-e-metasticos/,Neoplasias colorretais##Técnicas de diagnóstico molecular##Receptor do fator de crescimento epidérmico##Heterogeneidade genética##Mutação,7139##6547##157820##17567##988
/pt/auxilios/44972/uso-do-peptideo-natriuretico-do-tipo-b-no-diagnostico-diferencial-da-ascite/,Gastroenterologia,3348
/pt/auxilios/44979/avaliacao-de-radiofarmacos-na-determinacao-de-hipoxia-em-celulas-e-tumores-de-melanoma-murino-b16f10/,Medicina nuclear##Radiofarmacologia,801##11842
/pt/auxilios/45029/aspectos-inflamatorios-versus-genotipos-da-haptoglobina-e-da-hemopexina-e-presenca-do-polimorfismo-c/,Hematologia,4062
/pt/auxilios/45032/avaliacao-da-expressao-genica-do-receptor-hepatico-lrp-e-do-fator-viii-e-sua-correlacao-com-os-nivei/,Hematologia##Biologia molecular,4062##157808
/pt/auxilios/45043/lesao-cardiaca-na-pancreatite-aguda-experimental/,Procedimentos cirúrgicos do sistema digestório##Pancreatite##Citocinas##Interleucina-1##Interleucina-6##Fator de crescimento transformador beta##Colágeno tipo I##Colágeno tipo III,150358##15868##662##7324##7241##161242##17666##156166
/pt/auxilios/45052/apoptose-em-tumores-urologicos/,Doenças urológicas,12285
/pt/auxilios/31517/normatizacao-do-teste-de-identificacao-do-olfato-da-universidade-da-pensilvania-upsit-para-brasile/,Procedimentos cirúrgicos otorrinolaringológicos##Transtornos do olfato##Técnicas e procedimentos diagnósticos##Normalização,158844##7283##159254##148672
/pt/auxilios/31618/rede-brasileira-para-o-estudo-das-distonias/,Neurologia,2395
/pt/auxilios/31633/estudo-de-associacao-de-genes-do-sistema-endocanabinoide-e-esquizofrenia/,Esquizofrenia,1946
/pt/auxilios/31635/evidencias-do-papel-da-leptina-na-regulacao-da-formacao-ossea-em-pacientes-da-hemodialise-cronica/,Nefrologia,3113
/pt/auxilios/31702/mineralocorticoid-receptor-polymorphism-and-function-in-patients-with-depression-and-early-life-stre/,Depressão##Estresse##Maus-tratos infantis##Receptores de mineralocorticoides,2472##659##7634##148598
/pt/auxilios/31705/instituto-nacional-de-politicas-publicas-do-alcool-e-outras-drogas/,Vício##Alcoolismo##Transtornos relacionados ao uso de substâncias##Drogas ilícitas##Cocaína crack##Mortalidade##Políticas públicas,14877##4193##2936##4105##148600##1068##157893
/pt/auxilios/31708/avaliacao-da-resposta-ao-uso-de-analogo-do-glp-1-em-funcao-dos-snps-rs12255372-gt-e-rs7903146-c/,Endocrinologia,529
/pt/auxilios/31723/analise-da-expressao-genica-e-proteica-de-mdm4-pi3kc2-kif14-ddx59-cdh11-em-tumores-neuroectoder/,Anatomia patológica,18392
/pt/auxilios/31749/determinacao-de-niveis-de-corte-para-pcr-quantitativo-e-antigenemia-no-diagnostico-de-doenca-por-c/,Nefrologia##Transplante de rim,3113##7607
/pt/auxilios/31752/imagenologia-aplicada-a-medula-espinal-utilizando-a-tecnica-de-imagem-de-tensor-de-difusao-dti-em/,Neurorradiografia##Herpes Zoster,148843##152865
/pt/auxilios/31753/avaliacao-da-doenca-de-alzheimer-sintomatica-e-assintomatica-em-cerebros-humanos-post-mortem/,Doença de Alzheimer##Plasticidade neuronal##Ciclo celular##Dano ao DNA##Reparo do DNA##Morte celular,1947##1510##1978##152015##152440##338
/pt/auxilios/31756/excitotoxicidade-mediada-por-astrocitos-no-manganismo/,Neurologia##Síndromes neurotóxicas##Manganês,2395##17686##6813
/pt/auxilios/31758/avaliacao-nao-invasiva-do-volume-sistolico-atraves-da-tomografia-de-impedancia-eletrica-e-sua-aplica/,Pneumologia##Hemodinâmica##Artéria pulmonar##Monitorização fisiológica##Débito cardíaco##Volume sistólico##Tomografia,4524##1568##151642##150489##10851##156904##1743
/pt/auxilios/31766/identificacao-e-caracterizacao-de-componentes-antiinflamatorios-do-extrato-aquoso-de-passiflora-alat/,Imunologia clínica,11703
/pt/auxilios/31769/efeitos-anti-hipertensivo-do-nitrito-de-sodio-em-modelo-animal-de-hipertensao-arterial/,Farmacologia clínica##Hipertensão##Nitritos##NADPH oxidase,158135##123##8544##1975
/pt/auxilios/31773/efeitos-do-tratamento-oral-com-suco-de-uva-concentrado-na-expressao-de-nf-kappa-b-tnf-e-inos-no-c/,Gastroenterologia##Pesquisa biomédica##Fator de necrose tumoral alfa##NF-kappa B##Sucos de frutas##Uva##Carcinoma##Óxido nítrico sintase tipo II,3348##16857##17293##17860##6762##6537##2441##17105
/pt/auxilios/31779/estudo-histologico-e-imunohistoquimico-comparativo-da-cicatrizacao-de-feridas-em-dorso-de-ratos-trat/,Otorrinolaringologia,403
/pt/auxilios/31784/influencia-do-sulfametoxazol-trimetroprim-na-recorrencia-de-retinocoroidite-por-toxoplasma-gondii/,Oftalmologia,3396
/pt/auxilios/31805/estudo-eletroneuromiografico-na-sindrome-de-romberg/,Neurologia,2395
/pt/auxilios/31846/estudo-dos-efeitos-histologicos-da-eletrocauterizacao-venosa-endovascular-em-pacientes-portadores-de/,Procedimentos cirúrgicos cardiovasculares##Procedimentos endovasculares##Varizes##Eletrocoagulação,157493##162337##157184##18784
/pt/auxilios/31847/a-participacao-das-citocinas-il-6-il-8-tnf-alfa-e-tgf-beta-associados-ao-marcador-inflamatorio-de/,Doenças vasculares,122
/pt/auxilios/31861/avaliacao-comparativa-do-desempenho-dos-motoristas-idosos-versus-motoristas-adultos/,Envelhecimento da população##Motoristas##Acidentes de trânsito##Cognição##Força muscular,14792##149432##6168##3166##6971
/pt/auxilios/31878/caracterizacao-das-mutacoes-associadas-a-evolucao-do-carcinoma-hepatocelular-chc-em-pacientes-infe/,Gastroenterologia##Carcinoma hepatocelular##Vírus da hepatite B##Vírus da hepatite C##Genomas##Mutação,3348##5362##9065##15665##1740##988
/pt/auxilios/31882/avaliacao-da-expansao-rapida-da-maxila-nos-respiradores-orais-por-tomografia-computadorizada-de-feix/,Otorrinolaringologia##Expansão rápida da maxila##Tomografia computadorizada de feixe cônico,403##157369##20383
/pt/auxilios/31884/depressao-e-abuso-de-alcool-em-pacientes-com-sindrome-coronariana-aguda-avaliacao-prospectiva-no-es/,Cardiologia,1006
/pt/auxilios/31899/aplicacao-da-espectrometria-de-massa-maldi-tof-para-identificacao-de-cepas-de-trichosporon-spp-resp/,Micologia médica##Micoses##Trichosporon##Resistência microbiana a medicamentos##Antifúngicos##Espectrometria de massas por ionização e dessorção a laser assistida por matriz,357##7540##17850##164237##3848##162318
/pt/auxilios/35180/s-nitrosacao-de-proteinas-envolvidas-nas-vias-de-sinalizacao-da-insulina-e-leptina-em-hipotalamo-de/,Endocrinologia,529
/pt/auxilios/31391/fatores-trombofilicos-em-mulheres-inferteis/,Obstetrícia,8834
/pt/auxilios/31470/estudo-clinico-e-molecular-da-fadiga-em-pacientes-com-cancer-colon-retal-metastatico/,Oncologia,4867
/pt/auxilios/31478/diretivas-antecipadas-de-vontade-percepcao-de-pacientes-com-diagnostico-de-neoplasia-maligna-de-ova/,Bioética,14015
/pt/auxilios/31501/efeito-do-ramipril-sobre-a-funcao-endotelial-e-celulas-progenitoras-endoteliais-em-pacientes-com-lup/,Reumatologia,5709
/pt/auxilios/31519/apneia-obstrutiva-do-sono-e-hemodinamica-cerebral-na-fase-aguda-do-acidente-vascular-cerebral-isquem/,Neurologia,2395
/pt/auxilios/31530/estudo-das-alteracoes-do-metaborreflexo-em-voluntarios-idosos-e-em-pacientes-com-insuficiencia-cardi/,Cardiologia,1006
/pt/auxilios/31563/avaliacao-da-interacao-entre-proteinas-osteogenicas-e-diferentes-tipos-de-enxertos-osseos-no-process/,Imuno-histoquímica##Osteogênese##Enxerto ósseo##Diferenciação celular##Histomorfometria óssea##Proteína morfogenética óssea 2##Ratos,162220##1361##6965##883##165225##153254##1856
/pt/auxilios/31567/estudo-dos-mecanismos-envolvidos-no-desenvolvimento-renal-e-na-expressao-hipocampo-hipotalamo-hipofi/,Expressão gênica##Hipertensão##Sistema urinário##Rim,874##123##154578##2536
/pt/auxilios/31621/efeito-do-treinamento-resistido-e-aerobio-na-pressao-arterial-na-atividade-inflamatoria-e-na-sensib/,Geriatria,3473
/pt/auxilios/31641/estudo-de-possiveis-correlacoes-entre-miastenia-grave-e-exposicao-cronica-e-pesticidas-em-nosso-meio/,Neurologia,2395
/pt/auxilios/31650/estudo-das-alteracoes-da-inervacao-simpatica-cardiaca-e-da-perfusao-miocardica-e-sua-correlacao-com/,Cardiologia,1006
/pt/auxilios/31674/aplicacao-do-ultrassom-de-baixa-potencia-na-prevencao-de-osteopenia-em-tibias-de-ratos-suspensos-pel/,Densitometria óssea##Doenças ósseas metabólicas,13907##19449
/pt/auxilios/31677/perfil-citocinico-e-fenotipo-celular-nas-lesoes-histologicas-de-hanseniase-indeterminada-como-parame/,Doenças transmissíveis##Hanseníase,7080##520
/pt/auxilios/31695/agamaglobulinemia-ligada-ao-x-mutacoes-e-expressao-da-proteina-btk-e-suas-relacoes-com-marcadores-d/,Agamaglobulinemia##Linfócitos B##Infecções bacterianas##Análise mutacional de DNA,13798##3012##1010##159238
/pt/auxilios/31710/efeito-da-obesidade-no-tecido-osseo-de-rattus-novergicus-albinus-idosos/,Fisiopatologia##Tecido ósseo de animal##Densidade óssea##Obesidade##Sacarose,818##5880##3088##33##3259
/pt/auxilios/30626/avaliacao-da-evolucao-do-diagnostico-de-transtornos-alimentares-em-pacientes-tratados-em-programa-es/,Transtornos da alimentação e da ingestão de alimentos##Bulimia nervosa##Anorexia nervosa,165769##8710##14425
/pt/auxilios/30544/associacao-entre-alelos-hla-classe-ii-e-os-titulos-de-anti-ccp-na-artrite-reumatoide-em-pacientes-af/,Artrite reumatoide##Afro-descendentes,4742##8559
/pt/auxilios/30586/valor-preditivo-de-variaveis-clinico-odontologicas-para-diagnostico-dos-disturbios-respiratorios-do/,Transtornos do sono##Crianças,13673##1097
/pt/auxilios/30588/marcadores-sorologicos-de-inflamacao-como-preditores-de-complicacoes-em-pacientes-submetidos-a-quimi/,Quimioterapia##Células-tronco hematopoéticas##Citocinas##Inflamação,4920##17006##662##665
/pt/auxilios/30590/conhecimento-e-atitude-de-mulheres-homens-ginecologistas-e-pediatras-com-relacao-ao-papilomavirus/,Papillomavirus##Vacinas contra Papillomavirus##Mulheres,3204##148965##683
/pt/auxilios/30593/determinacao-da-frequencia-de-reativacao-e-caracterizacao-molecular-dos-poliomavirus-bk-e-jc-em-rece/,Transplante de rim##Doenças transmissíveis##Reação em cadeia da polimerase em tempo real,7607##7080##160909
/pt/auxilios/30605/mapeamento-de-t1-miocardico-em-pacientes-com-cardiomiopatias-isquemicas-e-nao-isquemicas-em-ressonan/,Cardiologia##Cardiomiopatias##Miocárdio##Ressonância magnética,1006##16073##5555##803
/pt/auxilios/30609/analise-morfometrica-imunocitoquimica-e-molecular-das-citologias-cervicovaginais-com-atipias-de-sig/,Neoplasias do colo uterino##Citologia##Esfregaço vaginal##Papillomavirus,13660##11537##8350##3204
