Pesquisador_link,Title,Pub_Link,Nro_Autores,Data,Nro_Citations,Year
/pt/pesquisador/8113/silvia-regina-caminada-de-toledo/,"Investigation of IGF2, Hedgehog and fusion gene expression profiles in pediatric sarcomas",/pt/publicacao/99299/investigation-of-igf2-hedgehog-and-fusion-gene-expression-pr/,10,AUG 2014,6,2014
/pt/pesquisador/8113/silvia-regina-caminada-de-toledo/,Analysis of KIAA1549-BRAF fusion gene expression and IDH1/IDH2 mutations in low grade pediatric astrocytomas,/pt/publicacao/93991/analysis-of-kiaa1549-braf-fusion-gene-expression-and-idh1idh/,10,APR 2014,19,2014
/pt/pesquisador/8113/silvia-regina-caminada-de-toledo/,MAPK pathways regulation by DUSP1 in the development of osteosarcoma: Potential markers and therapeutic targets,/pt/publicacao/131986/mapk-pathways-regulation-by-dusp1-in-the-development-of-oste/,6,JUN 2017,8,2017
/pt/pesquisador/8113/silvia-regina-caminada-de-toledo/,CYP Genotypes Are Associated with Toxicity and Survival in Osteosarcoma Patients,/pt/publicacao/178661/cyp-genotypes-are-associated-with-toxicity-and-survival-in-o/,5,APR 2020,0,2020
/pt/pesquisador/8113/silvia-regina-caminada-de-toledo/,Valproic acid treatment response in vitro is determined by TP53 status in medulloblastoma,/pt/publicacao/149178/valproic-acid-treatment-response-in-vitro-is-determined-by-t/,8,AUG 2018,0,2018
/pt/pesquisador/4510/clarisse-martins-machado/,Molecular Characterization of Strains of Respiratory Syncytial Virus Identified in a Hematopoietic Stem Cell Transplant Outpatient Unit Over 2 Years: Community or Nosocomial Infection?,/pt/publicacao/38995/molecular-characterization-of-strains-of-respiratory-syncyti/,5,DEC 2008,10,2008
/pt/pesquisador/4510/clarisse-martins-machado/,Evaluation of pretransplant influenza vaccination in hematopoietic SCT: a randomized prospective study,/pt/publicacao/108349/evaluation-of-pretransplant-influenza-vaccination-in-hematop/,9,JUN 2015,12,2015
/pt/pesquisador/4510/clarisse-martins-machado/,Zika and chikungunya virus infections in hematopoietic stem cell transplant recipients and oncohematological patients,/pt/publicacao/130090/zika-and-chikungunya-virus-infections-in-hematopoietic-stem/,10,APR 11 2017,5,2017
/pt/pesquisador/4510/clarisse-martins-machado/,Frequency of human metapneumovirus infection in hematopoietic SCT recipients during 3 consecutive years,/pt/publicacao/40000/frequency-of-human-metapneumovirus-infection-in-hematopoieti/,6,AUG 2008,26,2008
/pt/pesquisador/8797/marcos-tomanik-mercadante/,Transtorno obsessivo-compulsivo,/pt/publicacao/160062//,2,Dez. 2000,0,2000
/pt/pesquisador/8797/marcos-tomanik-mercadante/,Transtorno obsessivo-compulsivo resistente: conceito e estratégias de tratamento,/pt/publicacao/160978//,6,Out. 2001,0,2001
/pt/pesquisador/8797/marcos-tomanik-mercadante/,Transtorno obsessivo-compulsivo: aspectos neuroimunológicos,/pt/publicacao/161144//,1,Out. 2001,0,2001
/pt/pesquisador/8797/marcos-tomanik-mercadante/,Obsessive-compulsive symptoms in patients with panic disorder,/pt/publicacao/49359/obsessive-compulsive-symptoms-patients-panic/,4,2004,0,2004
/pt/pesquisador/8797/marcos-tomanik-mercadante/,Antibodies against neural‚ nuclear‚ cytoskeletal‚ and streptococcal epitopes in children and adults with Tourette’s syndrome‚ Sydenham’s chorea‚ and autoimmune disorders,/pt/publicacao/42881/antibodies-against-neural-nuclear-cytoskeletal/,10,2001,0,2001
/pt/pesquisador/8797/marcos-tomanik-mercadante/,Perfectionism and sensory phenomena: phenotypic components of obsessive-compulsive disorder,/pt/publicacao/46073/perfectionism-and-sensory-phenomena-phenotypic-components-of/,9,2009,28,2009
/pt/pesquisador/8797/marcos-tomanik-mercadante/,Treatment of Resistant Obsessive-Compulsive Disorder With Ventral Capsular/Ventral Striatal Gamma Capsulotomy: A Pilot Prospective Study,/pt/publicacao/41520/treatment-of-resistant-obsessive-compulsive-disorder-with-ve/,10,FAL 2009,28,2009
/pt/pesquisador/8797/marcos-tomanik-mercadante/,Obsessive-compulsive disorder phenotypes: implications for genetic studies,/pt/publicacao/49358/obsessive-compulsive-disorder-phenotypes-implications/,8,2004,0,2004
/pt/pesquisador/8797/marcos-tomanik-mercadante/,Gamma ventral capsulotomy for treatment of resistant obsessive-compulsive disorder: a structural MRI pilot prospective study,/pt/publicacao/49360/gamma-ventral-capsulotomy-for-treatment-of-resistant-obsessi/,10,2008,20,2008
/pt/pesquisador/8797/marcos-tomanik-mercadante/,Transtorno obsessivo-compulsivo: possíveis subtipos,/pt/publicacao/158854//,5,Out. 2001,0,2001
/pt/pesquisador/2081/neury-jose-botega/,Nursing personnel attitudes towards suicide: the development of a measure scale,/pt/publicacao/158761//,8,Dez. 2005,0,2005
/pt/pesquisador/2081/neury-jose-botega/,Depressão e comportamento suicida em pacientes oncológicos hospitalizados: prevalência e fatores associados,/pt/publicacao/160532//,8, 2010,0,2010
/pt/pesquisador/2081/neury-jose-botega/,Suicidal thoughts in epilepsy: A community-based study in Brazil,/pt/publicacao/33948/suicidal-thoughts-in-epilepsy-a-community-based-study-in-bra/,5,APR 2010,15,2010
/pt/pesquisador/2081/neury-jose-botega/,Factors associated with suicide ideation among medically and surgically hospitalized patients,/pt/publicacao/32750/factors-associated-with-suicide-ideation-among-medically-and/,8,JUL-AUG 2010,17,2010
/pt/pesquisador/2081/neury-jose-botega/,Suicidal behavior in the community: prevalence and factors associated with suicidal ideation,/pt/publicacao/96873/comportamento-suicida-na-comunidade-prevalencia-e-fatores-a/,5,Mar. 2005,0,2005
/pt/pesquisador/2081/neury-jose-botega/,"Prevalências de ideação, plano e tentativa de suicídio: um inquérito de base populacional em Campinas, São Paulo, Brasil",/pt/publicacao/158239//,6,Dez. 2009,0,2009
/pt/pesquisador/2081/neury-jose-botega/,Effectiveness of brief intervention and contact for suicide attempters: a randomized controlled trial in five countries,/pt/publicacao/159229//,10,Set. 2008,0,2008
/pt/pesquisador/2081/neury-jose-botega/,Hospitais gerais filantrópicos: novo espaço para a internação psiquiátrica,/pt/publicacao/8618/hospitais-gerais-filantropicos-novo-espaco-para-a-internaca/,2,2006,0,2006
/pt/pesquisador/2081/neury-jose-botega/,Psychiatric comorbidity and suicidal behavior in epilepsy: A community-based case-control study,/pt/publicacao/32690/psychiatric-comorbidity-and-suicidal-behavior-in-epilepsy-a-/,5,JUL 2010,33,2010
/pt/pesquisador/2081/neury-jose-botega/,Effectiveness of brief intervention and contact for suicide attempters: a randomixed controlled trial in five countries,/pt/publicacao/39742/effectiveness-of-brief-intervention-and-contact-for-suicide-/,10,SEP 2008,189,2008
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,CYP21A2 Genotypes do not Predict the Severity of Hyperandrogenic Manifestations in the Nonclassical Form of Congenital Adrenal Hyperplasia,/pt/publicacao/69706/cyp21a2-genotypes-do-not-predict-the-severity-of-hyperandrog/,6,APR 2013,10,2013
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,Influence of the A3669G Glucocorticoid Receptor Gene Polymorphism on the Metabolic Profile of Pediatric Patients with Congenital Adrenal Hyperplasia,/pt/publicacao/98094/influence-of-the-a3669g-glucocorticoid-receptor-gene-polymor/,5,2014,5,2014
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,Could the Leukocyte X Chromosome Inactivation Pattern Be Extrapolated to Hair Bulbs?,/pt/publicacao/41389/could-the-leukocyte-x-chromosome-inactivation-pattern-be-ext/,5,2010,3,2010
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,21-Hydroxylase deficiency in Brazil,/pt/publicacao/96554/21-hydroxylase-deficiency-in-brazil/,8,Out. 2000,0,2000
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,Molecular CYP21A2 diagnosis in 480 Brazilian patients with congenital adrenal hyperplasia before newborn screening introduction,/pt/publicacao/124355/molecular-cyp21a2-diagnosis-in-480-brazilian-patients-with-c/,10,AUG 2016,15,2016
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,Neonatal 17-hydroxyprogesterone levels adjusted according to age at sample collection and birthweight improve the efficacy of congenital adrenal hyperplasia newborn screening,/pt/publicacao/129570/neonatal-17-hydroxyprogesterone-levels-adjusted-according-to/,10,APR 2017,10,2017
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,The Presence of Clitoromegaly in the Nonclassical Form of 21-Hydroxylase Deficiency Could Be Partially Modulated by the CAG Polymorphic Tract of the Androgen Receptor Gene,/pt/publicacao/115775/the-presence-of-clitoromegaly-in-the-nonclassical-form-of-21/,8,FEB 5 2016,2,2016
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,Impact of Glucocorticoid Receptor Gene Polymorphisms on the Metabolic Profile of Adult Patients with the Classical Form of 21-Hydroxylase Deficiency,/pt/publicacao/62190/impact-of-glucocorticoid-receptor-gene-polymorphisms-on-the-/,4,SEP 18 2012,9,2012
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,Pharmacogenetics of glucocorticoid replacement could optimize the treatment of congenital adrenal hyperplasia due to 21-hydroxylase deficiency,/pt/publicacao/98889/pharmacogenetics-of-glucocorticoid-replacement-could-optimiz/,7,2011,5,2011
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,Substitutions in the CYP21A2 promoter explain the simple-virilizing form of 21-hydroxylase deficiency in patients harbouring a P30L mutation,/pt/publicacao/46832/substitutions-cyp21a2-promoter-explain-simple/,5,2005,0,2005
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,Influence of different genotypes on 17-hydroxyprogesterone levels in patients with nonclassical congenital adrenal hyperplasia due to 21-hydroxylase deficiency,/pt/publicacao/48775/influence-different-genotypes-17-hydroxyprogesterone/,6,2000,0,2000
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,Real-world impact of glucocorticoid replacement therapy on bone mineral density: retrospective experience of a large single-center CAH cohort spanning 24 years,/pt/publicacao/175065/real-world-impact-of-glucocorticoid-replacement-therapy-on-b/,7,JAN 2020,0,2020
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,A Single Nucleotide Variant in the Promoter Region of 17 beta-HSD Type 5 Gene Influences External Genitalia Virilization in Females with 21-Hydroxylase Deficiency,/pt/publicacao/119821/a-single-nucleotide-variant-in-the-promoter-region-of-17-bet/,10,2016,3,2016
/pt/pesquisador/8682/tania-aparecida-sartori-sanchez-bachega/,Molecular analysis of CYP21A2 can optimize the follow-up of positive results in newborn screening for congenital adrenal hyperplasia,/pt/publicacao/34822/molecular-analysis-of-cyp21a2-can-optimize-the-follow-up-of-/,8,DEC 2009,15,2009
/pt/pesquisador/8907/renata-de-almeida-coudry/,Association of the p53 codon 72 polymorphism with clinicopathological characteristics of colorectal cancer through mRNA analysis,/pt/publicacao/94586/association-of-the-p53-codon-72-polymorphism-with-clinicopat/,8,MAR 2014,5,2014
/pt/pesquisador/8743/maria-leticia-cintra/,Second-harmonic generation imaging analysis can help distinguish sarcoidosis from tuberculoid leprosy,/pt/publicacao/164178/second-harmonic-generation-imaging-analysis-can-help-disting/,10,DEC 2018,0,2018
/pt/pesquisador/8743/maria-leticia-cintra/,Histomorphometric approach to differentiate skin lesions of tuberculoid leprosy from sarcoidosis,/pt/publicacao/146946/histomorphometric-approach-to-differentiate-skin-lesions-of/,8,FEB 2018,3,2018
/pt/pesquisador/8743/maria-leticia-cintra/,Keratoacanthoma and Keratoacanthoma-Like Squamous Cell Carcinoma Similar Morphology but Different Pathogenesis,/pt/publicacao/111444/keratoacanthoma-and-keratoacanthoma-like-squamous-cell-carci/,7,JUN 2015,1,2015
/pt/pesquisador/8764/itamar-souza-de-oliveira-junior/,Influence of Hyperoxia and Mechanical Ventilation in Lung Inflammation and Diaphragm Function in Aged Versus Adult Rats,/pt/publicacao/91439/influence-of-hyperoxia-and-mechanical-ventilation-in-lung-in/,6,APR 2014,11,2014
/pt/pesquisador/8764/itamar-souza-de-oliveira-junior/,Effects of intra-abdominal pressure in rat lung tissues after pneumoperitoneum,/pt/publicacao/168845/effects-of-intra-abdominal-pressure-in-rat-lung-tissues-afte/,8,2019,0,2019
/pt/pesquisador/8764/itamar-souza-de-oliveira-junior/,Effects of pentoxifylline on TNF-alpha and lung histopathology in HCL-induced lung injury,/pt/publicacao/158655//,6, 2008,0,2008
/pt/pesquisador/8764/itamar-souza-de-oliveira-junior/,Effects of prone and supine position on oxygenation and inflammatory mediator in a hydrochloric acid-induced lung dysfunction in rats,/pt/publicacao/95735/efeitos-da-posicao-prona-e-supina-na-oxigenacao-e-mediador-i/,6,Out. 2008,0,2008
/pt/pesquisador/8764/itamar-souza-de-oliveira-junior/,Effect of pentoxifylline on lung inflammation and gas exchange in a sepsis-induced acute lung injury model,/pt/publicacao/6922/effect-of-pentoxifylline-on-lung-inflammation-and-gas-exchan/,5,Nov. 2006,0,2006
/pt/pesquisador/8764/itamar-souza-de-oliveira-junior/,Effects of Pentoxifylline on Inflammation and Lung Dysfunction in Ventilated Septic Animals,/pt/publicacao/59869/effects-of-pentoxifylline-on-inflammation-and-lung-dysfuncti/,5,APR 2010,6,2010
/pt/pesquisador/2258/geraldo-busatto-filho/,Association between major depressive symptoms in heart failure and impaired regional cerebral blood flow in the medial temporal region: a study using (99)mTc-HMPAO single photon emission computerized tomography (SPECT),/pt/publicacao/134001/association-between-major-depressive-symptoms-in-heart-failu/,10,MAY 2006,18,2006
/pt/pesquisador/2258/geraldo-busatto-filho/,"The approach to patients with psychogenic nonepileptic seizures in epilepsy surgery centers regarding diagnosis, treatment, and education",/pt/publicacao/128907/the-approach-to-patients-with-psychogenic-nonepileptic-seizu/,10,MAR 2017,6,2017
/pt/pesquisador/2258/geraldo-busatto-filho/,From where we came: Absence of internal migration effect on psychosis in two case-control Brazilian samples,/pt/publicacao/172191/from-where-we-came-absence-of-internal-migration-effect-on/,7,OCT 2019,0,2019
/pt/pesquisador/2258/geraldo-busatto-filho/,Executive dysfunction and low academic attainment in adolescent substance abusers with a history of maltreatment,/pt/publicacao/158429//,5,Dez. 2015,0,2015
/pt/pesquisador/2258/geraldo-busatto-filho/,"Psychiatric neuroimaging research in Brazil: historical overview, current challenges, and future opportunities",/pt/publicacao/180068//,5, 2020,0,2020
/pt/pesquisador/2258/geraldo-busatto-filho/,"Corpus callosum volumes in the 5 years following the first-episode of schizophrenia: Effects of antipsychotics, chronicity and maturation",/pt/publicacao/146502/corpus-callosum-volumes-in-the-5-years-following-the-first-e/,8,2018,1,2018
/pt/pesquisador/2258/geraldo-busatto-filho/,"Patterns of regional gray matter loss at different stages of schizophrenia: A multisite, cross-sectional VBM study in first-episode and chronic illness",/pt/publicacao/122800/patterns-of-regional-gray-matter-loss-at-different-stages-of/,10,2016,24,2016
/pt/pesquisador/2258/geraldo-busatto-filho/,Everyday memory impairment in patients with temporal lobe epilepsy caused by hippocampal sclerosis,/pt/publicacao/131418/everyday-memory-impairment-in-patients-with-temporal-lobe-ep/,9,APR 2017,8,2017
/pt/pesquisador/2258/geraldo-busatto-filho/,Affective spatial compatibility task (AFFSCT): theory and applications,/pt/publicacao/121249/tarefa-de-compatibilidade-espacial-afetiva-tcea-teoria-e/,7,Dez. 2014,0,2014
/pt/pesquisador/2258/geraldo-busatto-filho/,High IQ May ``Mask{''} the Diagnosis of ADHD by Compensating for Deficits in Executive Functions in Treatment-Naive Adults With ADHD,/pt/publicacao/130110/high-iq-may-mask-the-diagnosis-of-adhd-by-compensating/,10,APR 2017,10,2017
/pt/pesquisador/2258/geraldo-busatto-filho/,Cortical brain volume abnormalities associated with few or multiple neuropsychiatric symptoms in Alzheimer's disease,/pt/publicacao/130789/cortical-brain-volume-abnormalities-associated-with-few-or-m/,8,MAY 8 2017,2,2017
/pt/pesquisador/2258/geraldo-busatto-filho/,The impact of intelligence on memory and executive functions of children with temporal lobe epilepsy: Methodological concerns with clinical relevance,/pt/publicacao/130818/the-impact-of-intelligence-on-memory-and-executive-functions/,4,MAY 2017,4,2017
/pt/pesquisador/2258/geraldo-busatto-filho/,Bimodal Effect of Lithium Plasma Levels on Hippocampal Glutamate Concentrations in Bipolar II Depression: A Pilot Study,/pt/publicacao/108771/bimodal-effect-of-lithium-plasma-levels-on-hippocampal-gluta/,7,APR 2015,12,2015
/pt/pesquisador/2258/geraldo-busatto-filho/,Affective responses after different intensities of exercise in patients with traumatic brain injury,/pt/publicacao/109090/affective-responses-after-different-intensities-of-exercise/,7,JUN 25 2015,1,2015
/pt/pesquisador/2258/geraldo-busatto-filho/,"Support vector machine-based classification of neuroimages in Alzheimer’s disease: direct comparison of FDG-PET, rCBF-SPECT and MRI data acquired from the same individuals",/pt/publicacao/137720//,0, 2017,0,2017
/pt/pesquisador/2258/geraldo-busatto-filho/,Elevated neurotrophin-3 and neurotrophin 4/5 levels in unmedicated bipolar depression and the effects of lithium,/pt/publicacao/102650/elevated-neurotrophin-3-and-neurotrophin-45-levels-in-unmedi/,8,JAN 2 2015,11,2015
/pt/pesquisador/2258/geraldo-busatto-filho/,Decision-making in patients with temporal lobe epilepsy: Delay gratification ability is not impaired in patients with hippocampal sclerosis,/pt/publicacao/120705/decision-making-in-patients-with-temporal-lobe-epilepsy-del/,10,JUL 2016,4,2016
/pt/pesquisador/2258/geraldo-busatto-filho/,Neuroanatomical pattern classification in a population-based sample of first-episode schizophrenia,/pt/publicacao/69014/neuroanatomical-pattern-classification-in-a-population-based/,9,JUN 3 2013,27,2013
/pt/pesquisador/2258/geraldo-busatto-filho/,Cognitive deficits in first-episode psychosis: a population-based study in Sao Paulo‚ Brazil,/pt/publicacao/46468/cognitive-deficits-first-episode-psychosis/,9,2007,0,2007
/pt/pesquisador/2258/geraldo-busatto-filho/,Standard medical care for psychogenic nonepileptic seizures in Brazil,/pt/publicacao/107009/standard-medical-care-for-psychogenic-nonepileptic-seizures-/,3,APR 2015,6,2015
/pt/pesquisador/2258/geraldo-busatto-filho/,Frontal and anterior cingulate activation during overt verbal fluency in patients with first episode psychosis,/pt/publicacao/96869/ativacao-frontal-e-do-cingulo-anterior-durante-tarefa-de-flu/,10,Set. 2005,0,2005
/pt/pesquisador/2258/geraldo-busatto-filho/,Relationship between Brain Age-Related Reduction in Gray Matter and Educational Attainment,/pt/publicacao/112409/relationship-between-brain-age-related-reduction-in-gray-mat/,10,OCT 16 2015,11,2015
/pt/pesquisador/2258/geraldo-busatto-filho/,The Route of Administration Exacerbates Prefrontal Functional Impairments in Crack Cocaine Users,/pt/publicacao/154268/the-route-of-administration-exacerbates-prefrontal-functiona/,9,NOV 2018,1,2018
/pt/pesquisador/2258/geraldo-busatto-filho/,A population-based morphometric MRI study in patients with first-episode psychotic bipolar disorder: comparison with geographically matched healthy controls and major depressive disorder subjects,/pt/publicacao/29551/a-population-based-morphometric-mri-study-in-patients-with-f/,9,FEB 2011,26,2011
/pt/pesquisador/2258/geraldo-busatto-filho/,Relationship Between Regional Brain Volumes and Cognitive Performance in the Healthy Aging: An MRI Study Using Voxel-Based Morphometry,/pt/publicacao/56363/relationship-between-regional-brain-volumes-and-cognitive-pe/,9,2012,12,2012
/pt/pesquisador/2258/geraldo-busatto-filho/,"Support vector machine-based classification of neuroimages in Alzheimer's disease: direct comparison of FDG-PET, rCBF-SPECT and MRI data acquired from the same individuals",/pt/publicacao/147187/support-vector-machine-based-classification-of-neuroimages-i/,10,APR-JUN 2018,3,2018
/pt/pesquisador/2258/geraldo-busatto-filho/,Endogenous protection against the 6-OHDA model of Parkinson's disease in the Amazonian rodent Proechimys,/pt/publicacao/171725/endogenous-protection-against-the-6-ohda-model-of-parkinson/,8,SEP 14 2019,1,2019
/pt/pesquisador/2258/geraldo-busatto-filho/,Increased rates of white matter hyperintensities in late-onset bipolar disorder,/pt/publicacao/43736/increased-rates-of-white-matter-hyperintensities-in-late-ons/,7,2008,40,2008
/pt/pesquisador/2258/geraldo-busatto-filho/,Neurobiological support to the diagnosis of ADHD in stimulant-naive adults: pattern recognition analyses of MRI data,/pt/publicacao/139489/neurobiological-support-to-the-diagnosis-of-adhd-in-stimulan/,10,DEC 2017,3,2017
/pt/pesquisador/2258/geraldo-busatto-filho/,Quality of life in youth with bipolar disorder and unaffected offspring of parents with bipolar disorder,/pt/publicacao/124960/quality-of-life-in-youth-with-bipolar-disorder-and-unaffecte/,9,SEP 15 2016,5,2016
/pt/pesquisador/2258/geraldo-busatto-filho/,Influence of emotional stimulus valence on inhibitory control in adults with and without ADHD,/pt/publicacao/125767/influence-of-emotional-stimulus-valence-on-inhibitory-contro/,10,NOV 2016,2,2016
/pt/pesquisador/2258/geraldo-busatto-filho/,Aging Effects on Whole-Brain Functional Connectivity in Adults Free of Cognitive and Psychiatric Disorders,/pt/publicacao/123365/aging-effects-on-whole-brain-functional-connectivity-in-adul/,10,SEP 2016,33,2016
/pt/pesquisador/2258/geraldo-busatto-filho/,Distinct cognitive performance and patterns of drug use among early and late onset cocaine users,/pt/publicacao/132092/distinct-cognitive-performance-and-patterns-of-drug-use-amon/,10,OCT 2017,7,2017
/pt/pesquisador/2258/geraldo-busatto-filho/,Higher IQ in juvenile myoclonic epilepsy: Dodging cognitive obstacles and ``masking{''} impairments,/pt/publicacao/150745/higher-iq-in-juvenile-myoclonic-epilepsy-dodging-cognitive/,7,SEP 2018,1,2018
/pt/pesquisador/2258/geraldo-busatto-filho/,Prefrontal-Parietal White Matter Volumes in Healthy Elderlies Are Decreased in Proportion to the Degree of Cardiovascular Risk and Related to Inhibitory Control Deficits,/pt/publicacao/127600/prefrontal-parietal-white-matter-volumes-in-healthy-elderlie/,2,JAN 26 2017,1,2017
/pt/pesquisador/2258/geraldo-busatto-filho/,Widespread white matter microstructural abnormalities in bipolar disorder: evidence from mega- and meta-analyses across 3033 individuals,/pt/publicacao/173363/widespread-white-matter-microstructural-abnormalities-in-bip/,10,DEC 2019,1,2019
/pt/pesquisador/2258/geraldo-busatto-filho/,Distinct effects of cocaine and cocaine plus cannabis on neurocognitive functioning and abstinence: A six-month follow-up study,/pt/publicacao/174232/distinct-effects-of-cocaine-and-cocaine-plus-cannabis-on-neu/,9,DEC 1 2019,0,2019
/pt/pesquisador/2258/geraldo-busatto-filho/,Resting-state functional connectivity in normal brain aging,/pt/publicacao/70116/resting-state-functional-connectivity-in-normal-brain-aging/,2,MAR 2013,200,2013
/pt/pesquisador/2258/geraldo-busatto-filho/,Lack of progression of brain abnormalities in first-episode psychosis: a longitudinal magnetic resonance imaging study,/pt/publicacao/26872/lack-of-progression-of-brain-abnormalities-in-first-episode-/,10,AUG 2011,35,2011
/pt/pesquisador/2258/geraldo-busatto-filho/,Cognitive functioning in subjects with recent-onset psychosis from a low-middle-income environment: Multiple-domain deficits and longitudinal evaluation,/pt/publicacao/31732/cognitive-functioning-in-subjects-with-recent-onset-psychosi/,10,SEP 30 2010,12,2010
/pt/pesquisador/2258/geraldo-busatto-filho/,Voxel-based morphometry in Alzheimers disease and mild cognitive impairment: Systematic review of studies addressing the frontal lobe,/pt/publicacao/119727/morfometria-baseada-em-voxel-em-doenca-de-alzheimer-e-compro/,2,Jun. 2016,0,2016
/pt/pesquisador/2258/geraldo-busatto-filho/,Temporal lobe epilepsy in children: Executive and mnestic impairments,/pt/publicacao/92277/temporal-lobe-epilepsy-in-children-executive-and-mnestic-imp/,3,FEB 2014,16,2014
/pt/pesquisador/2258/geraldo-busatto-filho/,Social skills and psychopathic traits in maltreated adolescents,/pt/publicacao/118435/social-skills-and-psychopathic-traits-in-maltreated-adolesce/,8,APR 2016,6,2016
/pt/pesquisador/2258/geraldo-busatto-filho/,"Late-life depression, heart failure and frontal white matter hyperintensity: a structural magnetic resonance imaging study",/pt/publicacao/95914/late-life-depression-heart-failure-and-frontal-white-matter/,9,Mar. 2005,0,2005
/pt/pesquisador/2258/geraldo-busatto-filho/,Effects of affective valence on a mixed Spatial Correspondence Task: a reply to Proctor (2013),/pt/publicacao/99370/effects-of-affective-valence-on-a-mixed-spatial-corresponden/,8,Jun. 2014,0,2014
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,Influence of single nucleotide polymorphisms (SNPs) in immunoregulatory genes in the morbidity of preterm newborns,/pt/publicacao/175170/influence-of-single-nucleotide-polymorphisms-snps-in-immun/,5,NOV 2019,0,2019
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,Toll-Like Receptor-2 and-4 Expression by Maternal Neutrophils in Preterm Labor,/pt/publicacao/143998/toll-like-receptor-2-and-4-expression-by-maternal-neutrophil/,8,2018,3,2018
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,"Cervicovaginal Levels of Human beta-Defensin 1, 2, 3, and 4 of Reproductive-Aged Women With Chlamydia trachomatis Infection",/pt/publicacao/132157/cervicovaginal-levels-of-human-beta-defensin-1-2-3-and-4/,10,JUL 2017,2,2017
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,Polybacterial stimulation suggests discrete IL-6/IL-6R signaling in human fetal membranes: Potential implications on IL-6 bioactivity,/pt/publicacao/143158/polybacterial-stimulation-suggests-discrete-il-6il-6r-signa/,5,APR 2018,1,2018
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,"Expression of beta defensins 1, 3 and 4 in chorioamniotic membranes of preterm pregnancies complicated by chorioamnionitis",/pt/publicacao/27014/expression-of-beta-defensins-1-3-and-4-in-chorioamniotic-mem/,4,AUG 2011,1,2011
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,"Gene expression and protein localization of TLR-1, -2, -4 and -6 in amniochorion membranes of pregnancies complicated by histologic chorioamnionitis",/pt/publicacao/88871/gene-expression-and-protein-localization-of-tlr-1-2-4-and-6-/,7,NOV 2013,10,2013
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,Inflammatory cytokine mRNA detection by real time PCR in chorioamniotic membranes from pregnant women with preterm premature rupture of membranes,/pt/publicacao/36901/inflammatory-cytokine-mrna-detection-by-real-time-pcr-in-cho/,5,MAY 2009,7,2009
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,"Amniotic Fluid Interleukin-1 Beta and Interleukin-6, but not Interleukin-8 Correlate with Microbial Invasion of the Amniotic Cavity in Preterm Labor",/pt/publicacao/27955/amniotic-fluid-interleukin-1-beta-and-interleukin-6-but-not-/,5,JUN 2011,57,2011
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,Combinations and loads of bacteria affect the cytokine production by fetal membranes: An in vitro study,/pt/publicacao/124313/combinations-and-loads-of-bacteria-affect-the-cytokine-produ/,5,DEC 2016,5,2016
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,Histologic chorioamnionitis does not modulate the oxidative stress and antioxidant status in pregnancies complicated by spontaneous preterm delivery,/pt/publicacao/139810/histologic-chorioamnionitis-does-not-modulate-the-oxidative/,8,NOV 13 2017,2,2017
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,Treatment failure of bacterial vaginosis is not associated with higher loads of Atopobium vaginae and Gardnerella vaginalis,/pt/publicacao/134729/treatment-failure-of-bacterial-vaginosis-is-not-associated-w/,7,AUG 2017,2,2017
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,Neither self-reported ethnicity nor declared family origin are reliable indicators of genomic ancestry,/pt/publicacao/120245/neither-self-reported-ethnicity-nor-declared-family-origin-a/,10,JUN 2016,18,2016
/pt/pesquisador/7872/marcia-guimaraes-da-silva/,Cervicovaginal Levels of Proinflammatory Cytokines Are Increased During Chlamydial Infection in Bacterial Vaginosis But Not in Lactobacilli-Dominated Flora,/pt/publicacao/97301/cervicovaginal-levels-of-proinflammatory-cytokines-are-incre/,8,JUL 2014,10,2014
