Link,Pesquisador,Institution,Scholar_id,Scholar_link,Presentation,Keywords,Auxilios-Total,Auxilios-Link,BolsaNoPais-Total,BolsaNoPais-Link,BolsaNoExterior-Total,BolsaNoExterior-Link,AllBolsas-Total,AllBolsas-Link,Nro-Publications,Nro-Citations
/pt/pesquisador/4119/aderson-omar-mourao-cintra-damiao/,Aderson Omar Mourão Cintra Damião,"Faculdade de Medicina (FM). Universidade de São Paulo (USP). São Paulo, SP, Brasil",,,Aderson Omar Mourão Cintra Damião em auxílios à pesquisa e bolsas apoiadas pela FAPESP.,Apoptose%1#Biologia molecular%1#Ciências Biológicas%1#Ciências da Saúde%4#Citocinas%1#Clínica Médica%3#Dieta%1#Dietética%1#Doença de crohn%2#Doenças inflamatórias intestinais%2#Estado nutricional%1#Fisiopatologia%1#Gastroenterologia%2#Imunologia Celular%1#Imunologia%1#Imunopatologia%1#Intolerância à lactose%1#Medicina%3#Nutrição%1#Proctocolite%1#Radicais livres%1#Síndrome do intestino irritável%1,1,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A4119) AND (auxilio:* AND situacao:""Concluídos"")",3.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A4119) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",1.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A4119) AND (bolsa_exact:""Bolsas no Exterior"" AND situacao:""Concluídos"")",5.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A4119) AND (*:*),1,0
/pt/pesquisador/8491/neuza-helena-moreira-lopes/,Neuza Helena Moreira Lopes,"Hospital das Clínicas da Faculdade de Medicina da USP (HCFMUSP). Secretaria da Saúde (São Paulo - Estado). São Paulo, SP, Brasil",,,"Possui graduação em Medicina pela Universidade Federal do Maranhão (1990) . Fez residencia em Clinica Medica no Hospital das Clínicas da USP e residencia em Cardiologia no InCor-HC-FMUSP pela e doutorado em Cardiologia pela Universidade de São Paulo (1998). Atualmente é Professor Colaborador da Universidade de São Paulo e medica-assistente da Unidade de Cardiogeriatria e da Cardiopatia da Mulher do InCor-FMUSP da Universidade de São Paulo. Tem experiência na área de Medicina, com ênfase em Cardiologia, atuando em pesquisa clinica principalmente nos seguintes temas: doença coronária crônica, diabetes, aterosclerose, plaquetas e polimorfismos geneticos. (Fonte: Currículo Lattes)",Apoptose%1#Cardiomiopatias%1#Ciências Biológicas%1#Ciências da Saúde%2#Clínica Médica%1#Diabetes mellitus%1#Expressão gênica%1#Genética Humana e Médica%1#Genética médica%1#Genética%1#Medicina%2#Metabolismo dos lipídeos%1#Remodelação Ventricular%1,2,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8491) AND (auxilio:* AND situacao:""Concluídos"")",,,1.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8491) AND (bolsa_exact:""Bolsas no Exterior"" AND situacao:""Concluídos"")",3.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8491) AND (*:*),0,0
/pt/pesquisador/8499/jose-carlos-fernandes-galduroz/,José Carlos Fernandes Galduroz,"Departamento de Psicobiologia. Escola Paulista de Medicina (EPM). Universidade Federal de São Paulo (UNIFESP). Campus São Paulo. São Paulo, SP, Brasil",,,"Possui graduação em Medicina pela Universidade de Taubaté (1983). Fez estágio em psiquiatria no Hospital do Juqueri (1985) e Residência em Psiquiatria no Hospital do Servidor Estadual - F.M.O. (1986-88). Mestrado em Psicobiologia pela Universidade Federal de São Paulo (1991) e Doutorado em Psicobiologia pela Universidade Federal de São Paulo (1996). Atualmente é professor adjunto da Universidade Federal de São Paulo. Tem experiência na área de Saúde Coletiva, com ênfase em Ciências da Saúde, atuando principalmente nos seguintes temas: drogas de abuso, epidemiologia, drogas psicoativas, dependência, prevenção e tratamento. Dedica-se, também, ao estudo dos ácidos graxos poliinsaturados relacionando-os à compulsão de drogas e ao envelhecimento. (Fonte: Currículo Lattes)",Ácidos graxos ômega-3%3#Álcool%1#Alcoolismo%1#Camundongos%2#Chocolate%1#Ciências Biológicas%2#Ciências Humanas%1#Ciências da Saúde%10#Cocaína%2#Comportamento%1#Dependência%3#Educação Física%1#Envelhecimento%1#Exercícios respiratórios%1#Família%1#Farmácia%1#Farmacologia%3#Fármacos%1#Fator neurotrófico derivado do encéfalo%2#Fissura%1#Linhaça%1#Medicina Preventiva%1#Medicina%7#Neuropsicofarmacologia%2#Prevenção%2#Proteína Quinase C%1#Psicofarmacologia%1#Psicologia%1#Psiquiatria%7#Riscos%1#Saúde Coletiva%2#Saúde Pública%1#Sistema respiratório%1#Suplementação%1#Tabagismo%4#Tamoxifeno%1#Tratamento e Prevenção Psicológica%1#Tratamento%6#Treinamento físico%1,4,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8499) AND (auxilio:* AND situacao:""Concluídos"")",8.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8499) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,13.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8499) AND (*:*),5,25
/pt/pesquisador/6937/carmen-silvia-passos-lima/,Carmen Silvia Passos Lima,"Faculdade de Ciências Médicas (FCM). Universidade Estadual de Campinas (UNICAMP). Campinas, SP, Brasil",2pj5TA8AAAAJ,http://scholar.google.com.br/citations?user=2pj5TA8AAAAJ&hl=en&hl=pt-BR,"Possui graduação em Medicina pela Faculdade de Medicina de Ribeirão Preto (1983) da Universidade de São Paulo. Realizou residência médica em Hematologia e Hemoterapia pelo Hospital das Clínicas de Ribeirão Preto da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo (1985). Possui doutorado em Clínica Médica pela Faculdade de Ciências Médicas da Universidade Estadual de Campinas (1993). Realizou pós-doutoramento em Citogenética Convencional e Molecular pelo ""Academic Haematology and Cytogenetics Department of the Royal Marsden Hospital of the Institute of Cancer Research of University of London"" (1997). Possui título de especialista em Hematologia e Hemoterapia pela Sociedade Brasileira de Hematologia e Hemoterapia (2007). É Professora Titular em Oncologia do Departamento de Clínica Médica da Faculdade de Ciências Médicas da Universidade Estadual de Campinas (2017). Possui título de especialista em Oncologia Clínica pela Sociedade Brasileira de Oncologia Clínica (2018). Tem experiência em Cancerologia. A identificação de anormalidades genéticas, hereditárias e adquiridas, em tumores constitui sua principal linha de investigação em pesquisa. É responsável pelo Laboratório de Genética do Câncer da Faculdade de Ciências Médicas da Universidade Estadual de Campinas (www.fcm.unicamp.br/fcm/laboratorio-de-genetica-do-cancer-lageca). (Fonte: Currículo Lattes)",Análise de sequência com séries de oligonucleotídeos%3#Análise serial da expressão gênica (SAGE)%4#Angiogênese%1#Biologia molecular%2#Cães%1#Canino%1#Carcinógenos%1#Carcinoma de células escamosas%1#Ciências Agrárias%2#Ciências Biológicas%6#Ciências da Saúde%39#Cisplatino%5#Clínica Médica%37#Dente canino%1#Eficácia%1#Expressão gênica%5#Farmacogenética%4#Fatores de crescimento do endotélio vascular%1#Genética Humana e Médica%6#Genética do câncer%2#Genética%6#Hematologia%1#Laringe%1#Linfoma Difuso de Grandes Células B%1#Medicina Veterinária%2#Medicina%39#Melanoma%3#Metabolismo%2#Mieloma múltiplo%5#Mutação%1#Neoplasias colorretais%11#Neoplasias de cabeça e pescoço%3#Neoplasias mamárias%3#Neoplasias ovarianas%1#Neoplasias%3#Neutropenia%1#Oncologia%19#Orofaringe%2#Patologia Animal%2#Peixes%2#Polimorfismo genético%5#Polimorfismo%1#Prognóstico%2#Radioterapia%1#Reação em cadeia da polimerase em tempo real%1#Reação em cadeia por polimerase (PCR)%2#Reparo do DNA%3#Reparo%2#Risco%3#Riscos%3#SNP%1#Sobrevida%1#Suscetibilidade%7#Toxicidade%1#p53%3,24,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A6937) AND (auxilio:* AND situacao:""Concluídos"")",19.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A6937) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",2.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A6937) AND (bolsa_exact:""Bolsas no Exterior"" AND situacao:""Concluídos"")",47.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A6937) AND (*:*),10,47
/pt/pesquisador/8256/luiz-mario-ramos-janini/,Luiz Mário Ramos Janini,"Escola Paulista de Medicina (EPM). Universidade Federal de São Paulo (UNIFESP). Campus São Paulo. São Paulo, SP, Brasil",,,"O Dr. Luiz Mario Janini tem se dedicado ao estudo do HIV-1 desde 1992 ano em que ingressou no mestrado no Instituto de Microbiologia Professor Paulo de Góes - Universidade Federal do Rio de Janeiro. Sob a orientação do Dr. José Mauro Peralta, em 1993, o Dr. Janini recebeu o convite para realizar a parte experimental de sua tese de mestrado no Centers for Disease Control and Prevention, CDC, Atlanta, Georgia, EUA. No CDC, o Dr. Janini adquiriu sólida formação em Virologia, Biologia Molecular, Biologia Celular, Cultivo Celular e técnicas de Biossegurança incluindo o trabalho em laboratório de Biossegurança nível 3. Ao fim do seu primeiro ano de trabalho no CDC, o Dr. Janini foi convidado a permanecer e realizar sua tese de doutoramento. Durante os anos de 1993 a 1997 o Dr. Janini trabalhou sob a supervisão dos Drs. George Schochetman, Mark Rayfield e Danuta Pieniazek. Suas principais linhas de investigação foram: a epidemiologia molecular do HIV-1 e as infecções duplas do HIV-1. Durantes estes anos o Dr. teve a oportunidade de publicar trabalhos nos temas acima citados e participar inúmeras vezes de congressos internacionais. Em 1998 o Dr. Janini obteve seu titulo de doutor pela Universidade Federal do Rio de Janeiro/CDC sob as orientações dos Drs. Amilcar Tanuri, José Mauro Peralta e Danuta Pieniazek. Neste mesmo ano recebeu convite das Dras. Francine McCutchan e Jean Carr para que realizasse seu Pós-doutoramento sob a supervisão da Dra. Francine McCutchan. O Dr. Janini realizou seu Pós-doutoramento na Fundação Henry M. Jackson, Rockville, Mayland, EUA durante os anos de 1998 a 2001. Lá teve a oportunidade de trabalhar com duas das pesquisadoras mais reconhecidas mundialmente no estudo da epidemia e classificação global do HIV-1, da recombinação do HIV-1 e do estudo do genoma completo viral. Durante estes anos mais uma vez o Dr. Janini obteve sólida formação no estudo da recombinação do HIV-1 e da análise do genoma viral. Entretanto mesmo estando em ambiente tão marcado por uma linha de pesquisa muito bem sucedida, a Dra. Francine McCutchan permitiu que o Dr. Janini implantasse uma nova linha de pesquisa em seu laboratório, o estudo da hipermutação do HIV-1. Ao longo dos três anos que permaneceu em Maryland o Dr. Janini foi capaz de elaborar novos meios de detecção e análise dos genomas virais hipermutados sendo este trabalho publicado em importante revista internacional de Virologia. (Fonte: Currículo Lattes)",Biologia Geral%1#Biologia Molecular%1#Biologia e Fisiologia dos Microorganismos%9#Biologia molecular%1#Bioquímica%1#Carga viral%1#Ciências Biológicas%16#Ciências da Saúde%12#Clínica Médica%5#Crianças%1#Cultura de células%4#Diversidade genética%7#Epigênese genética%2#Filogenia%2#Filogeografia%1#Genética Molecular e de Microorganismos%3#Genética Populacional%1#Genética%4#HIV-1%19#Hiv%4#Imunidade Inata%3#In vivo%1#Inativação gênica%1#Infectologia%2#Interleucinas%1#Latência Viral%2#Linfócitos T CD4-positivos%1#Medicina%12#Microbiologia%11#Mutação%1#Peptídeo hidrolases%2#Polimorfismo genético%2#Progressão da Doença%1#Provírus%2#Provirus%2#Reação em cadeia por polimerase (PCR)%1#Receptores%1#Recombinação%1#Redução%1#Replicação viral%2#Reservatórios%1#Transdução de sinais%3#Variação genética%1#Virologia%10,10,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8256) AND (auxilio:* AND situacao:""Concluídos"")",18.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8256) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,28.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8256) AND (*:*),8,9
/pt/pesquisador/8578/luciano-marcondes-machado-nardozza/,Luciano Marcondes Machado Nardozza,"Escola Paulista de Medicina (EPM). Universidade Federal de São Paulo (UNIFESP). Campus São Paulo. São Paulo, SP, Brasil",3edbFhEAAAAJ,http://scholar.google.com.br/citations?user=3edbFhEAAAAJ&hl=pt-BR,"Graduação em Medicina pela Escola Paulista de Medicina - Universidade Federal de São Paulo (1985), Mestrado em Obstetrícia pela EPM-UNIFESP (1989), Doutorado em Obstetrícia pela EPM-UNIFESP (2004) e Livre Docencia pela EPM-UNIFESP (2009). É Professor Associado do Departamento de Obstetricia e Chefe da Departamento de Obstetricia da Escola Paulista de Medicina - Universidade Federal de São Paulo. Coordenador do Curso de Medicina Fetal, Pós-Graduação Lato Sensu, nível Especialização, da UNIFESP. Professor Orientador da Pós-Graduação do Curso de Medicina (Obstetrícia) da UNIFESP. Coordenador do Serviço de Medicina Fetal do Hospital Santa Catarina (Fonte: Currículo Lattes)",Ácidos graxos ômega-3%1#Aloimunização%1#Ciências da Saúde%8#Citometria de fluxo%1#Coração Fetal%1#Embrião%1#Medicina%8#Obstetrícia%2#Peso Fetal%1#Placenta%1#Reação em cadeia por polimerase (PCR)%1#Saco Gestacional%1#Saúde Materno-infantil%8#Ventrículos cerebrais%1#Vitamina d%1,6,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8578) AND (auxilio:* AND situacao:""Concluídos"")",2.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8578) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,8.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8578) AND (*:*),2,8
/pt/pesquisador/178508/maria-luiza-giraldes-de-manreza/,Maria Luiza Giraldes de Manreza,"Faculdade de Medicina (FM). Universidade de São Paulo (USP). São Paulo, SP, Brasil",,,"Graduada em Medicina pela Universidade de São Paulo (1971) e doutorado em Neurologia pela Universidade de São Paulo (1990). Atualmente é médico da Universidade de São Paulo. Tem experiência na área de Medicina, com ênfase em Neurologia, atuando principalmente no seguinte tema: neurocisiticerse, infância. (Fonte: Currículo Lattes)",Ciências da Saúde%3#Clínica Médica%2#Eletroencefalografia%1#Epilepsia%3#Medicina%3#Memória%1#Neurocisticercose%1#Neuropsicologia%1#Radiologia Médica%1#Ressonância magnética%1,3,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A178508) AND (auxilio:* AND situacao:""Concluídos"")",,,,,,,1,0
/pt/pesquisador/5685/luis-yu/,Luis Yu,"Faculdade de Medicina (FM). Universidade de São Paulo (USP). São Paulo, SP, Brasil",,,"Possui graduação em Medicina pela Pontifícia Universidade Católica de São Paulo (1977), residência em Nefrologia pelo HCFMUSP, doutorado em Nefrologia pela Universidade de São Paulo (1988) e Pós-Doutorado na Universidade do Colorado, EUA (1991-1993). Atualmente é Professor Livre Docente e professor associado da Disciplina de Nefrologia da Faculdade de Medicina da Universidade de São Paulo. Foi coordenador geral da Residência Médica da FMUSP de 2007 a 2015. Tem experiência na área de Medicina, com ênfase em Clínica Médica e Nefrologia, atuando principalmente nas seguintes áreas: nefrologia clínica, insuficiência renal aguda, nefrotoxicidade, diálise e nefrologia intensiva. (Fonte: Currículo Lattes)",Biomarcadores%1#Ciclosporina%1#Ciclosporinas%3#Ciências da Saúde%11#Cisplatino%1#Clínica Médica%10#Desidratação%1#Diagnóstico%1#Epidemiologia%1#Hipercolesterolemia%1#Inflamação%4#Insuficiência renal aguda%6#L-arginina%1#Lesão renal aguda%7#Medicina%11#Mortalidade%2#NG-nitroarginina metil éster%1#Nefrologia%4#Nefrotoxicidade%3#Oncologia%1#Óxido nítrico%2#Prognóstico%1#Ratos%1#Sepse%1#Sirolimo%1#Tratamento%1#Trauma%1#Túbulos renais%2#Unidades de terapia intensiva%1#Uremia%1,10,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A5685) AND (auxilio:* AND situacao:""Concluídos"")",,,,,,,0,0
/pt/pesquisador/8514/juliano-de-lara-fernandes/,Juliano de Lara Fernandes,"Faculdade de Ciências Médicas (FCM). Universidade Estadual de Campinas (UNICAMP). Campinas, SP, Brasil",cM7gMQ0AAAAJ,http://scholar.google.com.br/citations?user=cM7gMQ0AAAAJ&hl=pt-BR,"Possui graduação em Medicina pela Universidade Estadual de Campinas em 1998, residência em Clínica Médica pela Unicamp em 2001 e residência em Cardiologia pela FMUSP em 2003. Título de doutorado em Cardiologia pela Faculdade de Medicina da Universidade de São Paulo em 2006. Concluiu MBA em Gerenciamento de Sistemas de Saúde pela Fundação Getúlio Vargas em 2008. Atualmente é médico pesquisador contratado do Instituto de Ensino e Pesquisa Jose Michel Kalaf e coordenador do Setor de Tomografia e Ressonância Cardiovascular da Radiologia Clinica de Campinas. Tem experiência na área de Medicina, com ênfase em Cardiologia e Tomografia e Ressonância Cardiovascular, atuando principalmente nos seguintes temas: inflamação e imunologia da aterosclerose, doenca arterial coronaria, ressonancia magnetica e tomografia cardiovascular e sobrecarga de ferro. (Fonte: Currículo Lattes)",Aterosclerose%1#Cardiologia%6#Cardiomiopatias%5#Ciências da Saúde%16#Clínica Médica%9#Diabetes mellitus%2#Exercício físico%1#Fibrose%4#Função Ventricular%2#Hipertensão%2#Isquemia miocárdica%1#Medicina%16#Miocárdio%2#Perfusão%1#Processamento de imagens%2#Proteômica%2#Radiologia Médica%7#Ressonância magnética%11#Sobrecarga de Ferro%5#Talassemia%3,10,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8514) AND (auxilio:* AND situacao:""Concluídos"")",6.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8514) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,16.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8514) AND (*:*),0,0
/pt/pesquisador/8602/wagner-jose-goncalves/,Wagner José Gonçalves,"Escola Paulista de Medicina (EPM). Universidade Federal de São Paulo (UNIFESP). Campus São Paulo. São Paulo, SP, Brasil",,,Wagner José Gonçalves em auxílios à pesquisa e bolsas apoiadas pela FAPESP.,Anatomia Patológica e Patologia Clínica%1#Ciências da Saúde%2#Medicina%2#Neoplasias ovarianas%1#Neoplasias%1#Ovário%1#Proteínas Wnt%2#beta Catenina%1,2,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8602) AND (auxilio:* AND situacao:""Concluídos"")",,,,,,,1,50
/pt/pesquisador/8220/luiz-antonio-nogueira-martins/,Luiz Antonio Nogueira Martins,"Escola Paulista de Medicina (EPM). Universidade Federal de São Paulo (UNIFESP). Campus São Paulo. São Paulo, SP, Brasil",avYwyasAAAAJ,http://scholar.google.com.br/citations?user=avYwyasAAAAJ&hl=pt-BR,"Graduação em Medicina (1974), Residência Médica (1975/76), Mestrado (1990), Doutorado (1994) e Livre Docência (2007) pela Escola Paulista de Medicina, Universidade Federal de São Paulo (UNIFESP). Especialização em Psicopatologia e Psicoterapia Psicanalítica-Instituto Sedes Sapientae (1978-1981). ATIVIDADES NA UNIFESP: Preceptor do Programa de Residência Médica em Psiquiatria (1977). Coordenador do Programa de Residência Médica em Psiquiatria (1984-1987). Presidente da COREME - Comissão de Residência Médica (1985-1987). Fundador e Coordenador do Serviço de Interconsulta em Saúde Mental do Hospital São Paulo (1978-1994). Chefe do Departamento de Psiquiatria (1995-2001). Fundador e Coordenador do NAPREME - Núcleo de Assistência e Pesquisa em Residência Médica (1996-2011). Membro Relator do Comitê de Ética em Pesquisa (1997-2011). Professor na Graduação em Medicina nas Disciplinas Psicologia Médica e Psiquiatria. Professor nos Módulos Aproximação à Prática Médica e Semiologia Integrada. Organizador e Coordenador do Módulo Sofrimento Psíquico e Estresse Psicológico na Formação e no Exercício Profissional em Medicina. Professor do Programa de Pós-Graduação em Psiquiatria e Psicologia Médica. Orientador do mesmo programa (1997-2016), nas linhas de pesquisa: 1) Saúde Mental nas Práticas em Saúde; 2) Saúde Mental na Formação e no Exercício Profissional em Medicina e em Enfermagem. Professor Associado aposentado (novembro de 2011) do Departamento de Psiquiatria. TRABALHOS PUBLICADOS: nas áreas de Educação Médica; Psicologia Médica; Residência Médica; Interconsulta em Saúde Mental no Hospital Geral; Unidade de Terapia Intensiva; Qualidade de Vida, Estresse Ocupacional e Burnout. OUTRAS ATIVIDADES: Conselheiro do Conselho Regional de Medicina do Estado de São Paulo (1998-2003). Membro da Câmara Temática Interdisciplinar sobre Violência nas Escolas Médicas do Conselho Regional de Medicina/SP (2015-2018). Revisor de periódicos científicos. Assessor ad hoc FAPESP e FACEPE. Membro do Conselho Consultivo do Fórum de Serviços de Apoio aos Estudantes de Medicina (FORSA) Prof. Paulo Vaz de Arruda da Associação Brasileira de Educação Médica (ABEM) em 2019. Atividade profissional privada em Psiquiatria e Psicoterapia desde 1978 até o presente momento. e-mail: nogmartins.luizantonio@gmail.com Link para Currículo Lattes: http://lattes.cnpq.br/2628343082052753 Link para ResearchGate: https://www.researchgate.net/profile/Luiz_Antonio_Martins/contributions Link para Google Acadêmico: https://scholar.google.com.br/citations?user=avYwyasAAAAJ&hl=pt-BR (Fonte: Currículo Lattes)",Atenção primária à saúde%1#Ciências Humanas%3#Ciências da Saúde%4#Corpo%1#Educação Continuada%1#Educação médica%1#Estresse profissional%1#HIV%1#Medicina%4#Metapsicologia%1#Ortopedia%1#Psicologia da saúde%1#Psicologia hospitalar%1#Psicologia%3#Psiquiatria%4#Qualidade de vida%4#Residência médica%2#Saúde mental%2#Subjetividade%1#Tratamento e Prevenção Psicológica%2,4,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8220) AND (auxilio:* AND situacao:""Concluídos"")",3.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8220) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,7.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8220) AND (*:*),1,0
/pt/pesquisador/7272/silvana-auxiliadora-bordin-da-silva/,Silvana Auxiliadora Bordin da Silva,"Instituto de Ciências Biomédicas (ICB). Universidade de São Paulo (USP). São Paulo, SP, Brasil",,,"É professora associada, nível MS5.3, do Instituto de Ciências Biomédicas da Universidade de São Paulo. Possui doutorado em Biologia Funcional e Molecular pela Universidade Estadual de Campinas/NIH (1995). Fez estágio de pós-doutoramento no Hemocentro da Unicamp, onde participou dos projetos FAPESP Genoma da Xylella fastidiosa e Genoma do Cancer. Atualmente é Pesquisadora Principal do INCT de Obesidade e Diabetes e do CEPID 'Obesity and Co-morbidities Research Center'.Tem experiência nas áreas de Biologia Molecular, Genômica Funcional e Epigenética, com ênfase em Fisiologia Endócrina e Metabolismo. (Fonte: Currículo Lattes)",Análise de sequência com séries de oligonucleotídeos%1#Anemia falciforme%2#Apoptose%5#Aterosclerose%2#Biologia Geral%1#Biomarcadores%2#Bioquímica%1#Células secretoras de insulina%5#Ciências Biológicas%16#Ciências da Saúde%25#Citocinas%1#Clínica Médica%23#Clonagem%1#Dexametasona%3#Diabetes Mellitus Tipo 2%1#Diabetes mellitus%11#Diferenciação%2#Endocrinologia%4#Envelhecimento%2#Epigênese genética%1#Expressão gênica%7#Fígado%3#Fisiologia Geral%1#Fisiologia de Órgãos e Sistemas%13#Fisiologia endócrina%9#Fisiologia%14#Frutose%2#Glucocorticoides%5#Gluconeogênese%2#Gravidez%10#Hipertensão%2#Hipotálamo%2#Ilhotas Pancreáticas%2#Ilhotas de langerhans%1#Ilhotas pancreáticas%1#Inflamação%3#Insulina%2#Interleucina 6%1#Interleucina-6%1#Lactação%4#Leptina%1#Maturação%2#Medicina%27#Melatonina%4#Metabolismo energético%6#MicroRNAs%5#Micrornas%2#Monoester fosfórico hidrolases%1#Músculo esquelético%3#Neoplasias%2#Nutrição%4#Obesidade%10#Pâncreas%1#Peptídeos e proteínas de sinalização intracelular%5#Pesquisa médica translacional%1#Polimorfismo genético%2#Polimorfismo%2#Prolactina%3#Proteínas quinases ativadas por AMP%2#Resistência à insulina%1#Restrição Calórica%2#Rosiglitazona%2#Saúde Materno-infantil%2#Secreção de insulina%7#Tecido adiposo%2,12,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7272) AND (auxilio:* AND situacao:""Concluídos"")",25.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7272) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",1.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7272) AND (bolsa_exact:""Bolsas no Exterior"" AND situacao:""Concluídos"")",41.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7272) AND (*:*),6,34
/pt/pesquisador/7624/antonio-carlos-de-camargo-carvalho/,Antonio Carlos de Camargo Carvalho,"Escola Paulista de Medicina (EPM). Universidade Federal de São Paulo (UNIFESP). Campus São Paulo. São Paulo, SP, Brasil",bOMbKVMAAAAJ,http://scholar.google.com.br/citations?user=bOMbKVMAAAAJ&hl=pt-BR,"Graduado em Medicina pela Faculdade de Ciências Médicas e Biológicas de Botucatu (1972) e doutorado em Medicina (Cardiologia) pela Universidade Federal de São Paulo (1983). Professor Titular da Universidade Federal de São Paulo e foi Chefe da Disciplina de Cardiologia da Universidade Federal de São Paulo. Experiência na área de Medicina, com ênfase em Cardiologia, atuando principalmente nos seguintes temas: infarto agudo do miocárdio, cardiopatia congênita, aterosclerose e síndromes genéticas e cardiologia pediátrica. (Fonte: Currículo Lattes)",Angina instável%1#Apneia do sono%1#Cardiologia%3#Ciências da Saúde%10#Clínica Médica%7#Coração%1#Depressão%1#Ecocardiografia%1#Educação Continuada%1#Fatores de risco%1#Febre reumática%1#Função Ventricular%1#Idoso%1#Idosos%1#Infarto do miocárdio%5#Isquemia%1#Medicina%10#Poluição do Ar%1#Prevalência%1#Psiquiatria%1#Ressonância magnética%1#Saúde Materno-infantil%1#Terapia Trombolítica%1,5,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7624) AND (auxilio:* AND situacao:""Concluídos"")",5.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7624) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,10.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7624) AND (*:*),0,0
