Pesquisador_link,Title,Authors,Number_authors,Date,Citations,Year
/pt/pesquisador/6274/julio-sergio-marchini/,"Obese women on a low energy rice and bean diet: effects of leucine, arginine or glycine supplementation on protein turnover",J.S. MARCHINI##C.R. LAMBERTINI##E. FERRIOLLI##J.E. DUTRA DE OLIVEIRA,4,Out. 2001,0,2001
/pt/pesquisador/6274/julio-sergio-marchini/,,"MIGUEL SUEN, VIVIAN MARQUES",1,OCT 2016,0,2016
/pt/pesquisador/6274/julio-sergio-marchini/,Assessment of energy requirements in patients with short bowel syndrome by using the doubly labeled water method,"FASSINI, PRISCILA GIACOMO##PFRIMER, KARMA##FERRIOLLI, EDUARDO##MARQUES SUEN, VIVIAN MIGUEL##MARCHINI, JULIO SERGIO##DAS, SAI KRUPA",6,JAN 2016,5,2016
/pt/pesquisador/6274/julio-sergio-marchini/,"RETRACTED: Impact of weight loss diet associated with flaxseed on inflammatory markers in men with cardiovascular risk factors: a clinical study (Retracted article. See vol. 15, pg. 59, 2016)","LARA CASSANI, ROBERTA SOARES##FASSINI, PRISCILA GIACOMO##SILVAH, JOSE HENRIQUE##MARTIRES LIMA, CRISTIANE MARIA##MARCHINI, JULIO SERGIO",5,JAN 10 2015,19,2015
/pt/pesquisador/6274/julio-sergio-marchini/,Glutamine supplementation does not improve protein synthesis rate by the jejunal mucosa of the malnourished rat,"TANNUS, ANCLXEA FERREIRA S.##DARMAUN, DOMINIQUE##RIBAS, DURVAL F.##OLIVEIRA, JOSE EDUARDO D.##MARCHINI, JULIO SERGIO",5,AUG 2009,10,2009
/pt/pesquisador/6274/julio-sergio-marchini/,What is the best equation to estimate the basal energy expenditure of climacteric women?,"SANTOS, R. D. S.##SUEN, V. M. M.##MARCHINI, J. S.##IANNETTA, O.",4,FEB 2011,5,2011
/pt/pesquisador/6274/julio-sergio-marchini/,Energy intake in short bowel syndrome: assessment by 24-h dietary recalls compared with the doubly labelled water method,"FASSINI, PRISCILA G.##DAS, SAI KRUPA##PFRIMER, KARINA##SUEN, VIVIAN M. M.##MARCHINI, JULIO SERGIO##FERRIOLLI, EDUARDO",6,JAN 28 2018,1,2018
/pt/pesquisador/6274/julio-sergio-marchini/,Patients with severe bowel malabsorption do not have changes in iodine status,NAVARRO‚ A.M.##SUEN‚ V.M.M.##SOUZA‚ I.M.##DE OLIVEIRA‚ J.E.D.##MARCHINI‚ J.S.,5,2005,0,2005
/pt/pesquisador/972/jose-butori-lopes-de-faria/,S-Nitrosoglutathione Inhibits Inducible Nitric Oxide Synthase Upregulation by Redox Posttranslational Modification in Experimental Diabetic Retinopathy,"ROSALES, MARIANA A. B.##SILVA, KAMILA C.##DUARTE, DIEGO A.##DE OLIVEIRA, MARCELO G.##DE SOUZA, GABRIELA F. P.##CATHARINO, RODRIGO R.##FERREIRA, MONICA S.##LOPES DE FARIA, JOSE B.##LOPES DE FARIA, JACQUELINE M.",9,MAY 2014,17,2014
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Metformin arrests the progression of established kidney disease in the subtotal nephrectomy model of chronic kidney disease,"BORGES, CYNTHIA M.##FUJIHARA, CLARICE KAZUE##MALHEIROS, DENISE M. A. C.##DE AVILA, VICTOR FERREIRA##FORMIGARI, GUILHERME PEDROM##LOPES DE FARIA, JOSE B.",6,MAY 2020,0,2020
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Conditioned Medium from Early-Outgrowth Bone Marrow Cells Is Retinal Protective in Experimental Model of Diabetes,"DUARTE, DIEGO A.##PAPADIMITRIOU, ALEXANDROS##GILBERT, RICHARD E.##THAI, KERRI##ZHANG, YANLING##ROSALES, MARIANA A. B.##LOPES DE FARIA, JOSE B.##LOPES DE FARIA, JACQUELINE M.",8,FEB 2 2016,7,2016
/pt/pesquisador/972/jose-butori-lopes-de-faria/,S-Nitrosoglutathione Accelerates Recovery from 5-Fluorouracil-Induced Oral Mucositis,"SKEFF, MARIA ADRIANA##BRITO, GERLY A. C.##DE OLIVEIRA, MARCELO G.##BRAGA, CINTIA M.##CAVALCANTE, MATHEUS M.##BALDIM, VICTOR##HOLANDA-AFONSO, ROSENILDE C.##SILVA-BOGHOSSIAN, CARINA M.##COLOMBO, ANA PAULA##RIBEIRO, RONALDO A.",10,DEC 5 2014,11,2014
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Algorithm for predicting macular dysfunction based on moment invariants classification of the foveal avascular zone in functional retinal images,ANGÉLICA MOISES ARTHUR##RANGEL ARTHUR##ALEXANDRE GONÇALVES SILVA##MARINA SILVA FOUTO##YUZO IANO##JACQUELINE MENDONÇA LOPES DE FARIA,6,Out. 2017,0,2017
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Uncoupling Endothelial Nitric Oxide Synthase Is Ameliorated by Green Tea in Experimental Diabetes by Re-establishing Tetrahydrobiopterin Levels,"FARIA, ALINE M.##PAPADIRNITRIOU, ALEXANDROS##SILVA, KAMILA C.##LOPES DE FARIA, JACQUELINE M.##LOPES DE FARIA, JOSE B.",5,JUL 2012,38,2012
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Tempol Reduces Podocyte Apoptosis via PARP Signaling Pathway in Experimental Diabetes Mellitus,"PEIXOTO, ELISA B. M. I.##PAPADIMITRIOU, ALEXANDROS##LOPES DE FARIA, JACQUELINE M.##LOPES DE FARIA, JOSE B.",4,2012,10,2012
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Spironolactone improves nephropathy by enhancing glucose-6-phosphate dehydrogenase activity and reducing oxidative stress in diabetic hypertensive rat,"PESSOA, BRUNO S.##PEIXOTO, ELISA B. M. I.##PAPADIMITRIOU, ALEXANDROS##LOPES DE FARIA, JACQUELINE M.##LOPES DE FARIA, JOSE B.",5,MAR 2012,16,2012
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Reduced LRP6 expression and increase in the interaction of GSK3 beta with p53 contribute to podocyte apoptosis in diabetes mellitus and are prevented by green tea,"PEIXOTO, E. B.##PAPADIMITRIOU, A.##TEIXEIRA, D. A. T.##MONTEMURRO, C.##DUARTE, D. A.##SILVA, K. C.##JOAZEIRO, P. P.##LOPES DE FARIA, J. M.##LOPES DE FARIA, J. B.",9,APR 2015,13,2015
/pt/pesquisador/972/jose-butori-lopes-de-faria/,The inhibitory biodegradation effects of the pesticide 2‚ 4-D when chemically anchored on silica gel,AIROLDI‚ C.##PRADO‚ A.G.S.,2,2002,0,2002
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Green Tea Is Neuroprotective in Diabetic Retinopathy,"SILVA, KAMILA C.##ROSALES, MARIANA A. B.##HAMASSAKI, DANIA E.##SAITO, KELLY C.##FARIA, ALINE M.##RIBEIRO, PATRICIA A. O.##LOPES DE FARIA, JOSE B.##LOPES DE FARIA, JACQUELINE M.",8,FEB 2013,49,2013
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Algorithm for predicting macular dysfunction based on moment invariants classification of the foveal avascular zone in functional retinal images,,0,2017,0,2017
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Polyphenol-enriched cocoa protects the diabetic retina from glial reaction through the sirtuin pathway,"DUARTE, DIEGO A.##ROSALES, MARIANA AP. B.##PAPADIMITRIOU, ALEXANDROS##SILVA, KAMILA C.##AMANCIO, VITOR HUGO O.##MENDONCA, JACQUELINE N.##LOPES, NORBERTO P.##LOPES DE FARIA, JOSE B.##LOPES DE FARIA, JACQUELINE M.",9,JAN 2015,23,2015
/pt/pesquisador/972/jose-butori-lopes-de-faria/,The presence of genetic hypertension stimulates early renal accumulation of fibronectin in experimental diabetes mellitus,RIGHETTI‚ AE##BOER-LIMA‚ PA##LOPES DE FARIA‚ JB,3,2001,0,2001
/pt/pesquisador/972/jose-butori-lopes-de-faria/,Endocytosis of Tight Junctions Caveolin Nitrosylation Dependent Is Improved by Cocoa Via Opioid Receptor on RPE Cells in Diabetic Conditions,"ROSALES, MARIANA APARECIDA B.##SILVA, KAMILA CRISTINA##DUARTE, DIEGO A.##ROSSATO, FRANCO APARECIDO##DE FARIA, JOSE B. LOPES##LOPES DE FARIA, JACQUELINE M.",6,SEP 2014,11,2014
/pt/pesquisador/4543/jose-eduardo-tanus-dos-santos/,Treatment with nitrite prevents reactive oxygen species generation in the corpora cavernosa and restores intracavernosal pressure in hypertensive rats,"GONZAGA, NATALIA A.##DO VALE, GABRIEL T.##DA SILVA, CARLA B. P.##PINHEIRO, LUCAS C.##LEITE, LETICIA N.##CARNEIRO, FERNANDO S.##TANUS-SANTOS, JOSE E.##TIRAPELLI, CARLOS R.",8,JAN 1 2020,0,2020
/pt/pesquisador/4543/jose-eduardo-tanus-dos-santos/,nNOS polymorphisms are associated with responsiveness to sildenafil in clinical and postoperative erectile dysfunction,"LACCHINI, RICCARDO##MUNIZ, JAQUELINE J.##NOBRE, YURI T. D. A.##COLOGNA, ADAUTO J.##MARTINS, ANTONIO C. P.##TANUS-SANTOS, JOSE E.",6,APR 2014,9,2014
/pt/pesquisador/4543/jose-eduardo-tanus-dos-santos/,Transdermal nicotine mimics the smoking-induced endothelial dysfunction,SABHA‚ M.##TANUS-SANTOS‚ J.E.##TOLEDO‚ J.C.Y.##CITTADINO‚ M.##ROCHA‚ J.C.##MORENO‚ H.,6,2000,0,2000
/pt/pesquisador/4543/jose-eduardo-tanus-dos-santos/,Relationship between Arginase 1 and Arginase 2 levels and genetic polymorphisms with erectile dysfunction,"LACCHINI, RICCARDO##MUNIZ, JAQUELINE J.##NOBRE, YURI T. D. A.##COLOGNA, ADAUTO J.##MARTINS, ANTONIO C. P.##TANUS-SANTOS, JOSE E.",6,DEC 1 2015,9,2015
/pt/pesquisador/4543/jose-eduardo-tanus-dos-santos/,Sodium nitrite attenuates MMP-9 production by endothelial cells and may explain similar effects of atorvastatin,"MESCHIARI, CESAR A.##PINHEIRO, LUCAS C.##GUIMARAES, DANIELLE A.##GERLACH, RAQUEL F.##TANUS-SANTOS, JOSE E.",5,FEB 2016,8,2016
/pt/pesquisador/4545/carlos-alberto-scrideli/,The aurora kinase inhibitor AMG 900 increases apoptosis and induces chemosensitivity to anticancer drugs in the NCI-H295 adrenocortical carcinoma cell line,"BORGES, KLEITON S.##ANDRADE, AUGUSTO F.##SILVEIRA, VANESSA S.##MARCO ANTONIO, DAVID S.##VASCONCELOS, ELTON J. R.##ANTONINI, SONIR R. R.##TONE, LUIZ G.##SCRIDELI, CARLOS A.",8,JUL 2017,8,2017
/pt/pesquisador/4545/carlos-alberto-scrideli/,IGF2 and IGF1R in pediatric adrenocortical tumors: roles in metastasis and steroidogenesis,"PEIXOTO LIRA, REGIA CAROLINE##FEDATTO, PAOLA FERNANDA##MARCO ANTONIO, DAVID SANTOS##LEAL, LETICIA FERRO##MARTINELLI, CARLOS EDUARDO##DE CASTRO, MARGARET##TUCCI, SILVIO##NEDER, LUCIANO##RAMALHO, LEANDRA##SEIDINGER, ANA LUIZA",10,JUN 2016,9,2016
/pt/pesquisador/4545/carlos-alberto-scrideli/,Detection by a simple and cheaper methodology of Ik6 and Ik10 isoforms of the IKZF1 gene is highly associated with a poor prognosis in B-lineage paediatric acute lymphoblastic leukaemia,"MOREIRA, LARISSA B. P.##QUEIROZ, ROSANE DE P.##SUAZO, VERIDIANA K.##PERNA, ELISABETH##BRANDALISE, SILVIA R.##YUNES, JOSE A.##TONE, LUIZ G.##SCRIDELI, CARLOS A.",8,NOV 2019,0,2019
/pt/pesquisador/4545/carlos-alberto-scrideli/,Wnt/beta-catenin activation cooperates with loss of p53 to cause adrenocortical carcinoma in mice,"BORGES, KLEITON SILVA##PIGNATTI, EMANUELE##LENG, SINING##KARIYAWASAM, DULANJALEE##RUIZ-BABOT, GERARD##RAMALHO, FERNANDO SILVA##TAKETO, MAKOTO MARK##CARLONE, DIANA L.##BREAULT, DAVID T.",9,JUN 2020,0,2020
/pt/pesquisador/4545/carlos-alberto-scrideli/,MicroRNA profile of pediatric pilocytic astrocytomas identifies two tumor-specific signatures when compared to non-neoplastic white matter,"DARRIGO JUNIOR, LUIZ GUILHERME##PEIXOTO LIRA, REGIA CAROLINE##FEDATTO, PAOLA FERNANDA##MARCO ANTONIO, DAVID SANTOS##VALERA, ELVIS TERCI##AGUIAR, SIMONE##YUNES, JOSE ANDRES##BRANDALISE, SILVIA REGINA##NEDER, LUCIANO##SAGGIORO, FABIANO PINTO",10,JAN 2019,3,2019
/pt/pesquisador/4545/carlos-alberto-scrideli/,Minimal residual disease in cerebrospinal fluid at diagnosis: a more intensive treatment protocol was able to eliminate the adverse prognosis in children with acute lymphoblastic leukemia,"BIOJONE, ESTEFANIA##QUEIROZ, ROSANE DE PAULA##VALERA, ELVIS TERCI##ODASHIMA, NEWTON SATORO##TAKAYANAGUI, OSVALDO MASSAITI##VIANA, MARCOS BORATO##TONE, LUIZ GONZAGA##SCRIDELI, CARLOS ALBERTO",8,JAN 2012,11,2012
/pt/pesquisador/4545/carlos-alberto-scrideli/,Detection of Clonal Immunoglobulin and T-Cell Receptor Gene Rearrangements in Childhood Acute Lymphoblastic Leukemia Using a Low-Cost PCR Strategy,"ASSUMPCAO, JULIANA GODOY##GANAZZA, MONICA APARECIDA##DE ARAUJO, MARCELA##SILVA, ARIOSTO SIQUEIRA##SCRIDELI, CARLOS ALBERTO##BRANDALISE, SILVIA REGINA##YUNES, JOSE ANDRES",7,DEC 15 2010,2,2010
/pt/pesquisador/4545/carlos-alberto-scrideli/,Hypoxia-related gene expression profile in childhood acute lymphoblastic leukemia: prognostic implications,"SILVEIRA, VANESSA S.##FREIRE, BRUNO M. R.##BORGES, KLEITON S.##ANDRADE, AUGUSTO F.##CRUZEIRO, GUSTAVO A. V.##SABINO, JOAO PAULO J.##GLASS, MOGENS LESNER##YUNES, JOSE ANDRES##BRANDALISE, SILVIA REGINA##TONE, LUIZ GONZAGA",10,AUG 2014,7,2014
/pt/pesquisador/4545/carlos-alberto-scrideli/,A simplified minimal residual disease polymerase chain reaction method at early treatment points can stratify children with acute lymphoblastic leukemia into good and poor outcome groups,"SCRIDELI, CARLOS A.##ASSUMPCAO, JULIANA G.##GANAZZA, MONICA A.##ARAUJO, MARCELA##TOLEDO, SILVIA R.##LEE, MARIA LUCIA M.##DELBUONO, ELISABETE##PETRILLI, ANTONIO S.##QUEIROZ, ROSANE R.##BIONDI, ANDREA",10,JUN 2009,30,2009
/pt/pesquisador/6791/marcos-brasilino-de-carvalho/,Serum and salivary macrophage migration inhibitory factor in patients with oral squamous cell carcinoma,"DE SOUZA, MARIANA BARBOSA##CURIONI, OTAVIO ALBERTO##KANDA, JOSSI LEDO##DE CARVALHO, MARCOS BRASILINO",4,NOV 2014,10,2014
/pt/pesquisador/6791/marcos-brasilino-de-carvalho/,FGFR4 Profile as a Prognostic Marker in Squamous Cell Carcinoma of the Mouth and Oropharynx,"DUTRA, ROBERTA LELIS##DE CARVALHO, MARCOS BRASILINO##DOS SANTOS, MARCELO##DA CUNHA MERCANTE, ANA MARIA##GAZITO, DIANA##DE CICCO, RAFAEL##TAJARA, ELOIZA HELENA##LOURO, IURI DRUMOND##ALVARES DA SILVA, ADRIANA MADEIRA##GRP, GENCAPO",10,NOV 30 2012,21,2012
/pt/pesquisador/6791/marcos-brasilino-de-carvalho/,Oral squamous carcinoma cells promote macrophage polarization in an MIF-dependent manner,"DE SOUZA RIZZO, M. BARBOSA##BRASILINO DE CARVALHO, M.##KIM, E. J.##RENDON, B. E.##NOE, J. T.##WISE, A. DARLENE##MITCHELL, R. A.",7,NOV 2018,0,2018
/pt/pesquisador/7369/carlos-alberto-petta/,Endometrial histology‚ microvascular density and caliber‚ and matrix metalloproteinase-3 in users of the Nestorone®-releasing contraceptive implant with and without endometrial breakthrough bleeding,OLIVEIRA-RIBEIRO‚ M.##PETTA‚ C.A.##DE ANGELO ANDRADE‚ L.A.L.##HIDALGO‚ M.M.##PELLOGIA‚ A.##BAHAMONDES‚ L.,6,2006,0,2006
/pt/pesquisador/7369/carlos-alberto-petta/,Thyroid autoimmunity and thyroid dysfunction in women with endometriosis,PETTA‚ CA##ARRUDA‚ MS##ZANTUT-WITTMANN‚ DE##BENETTI-PINTO‚ CL,4,2007,0,2007
/pt/pesquisador/7369/carlos-alberto-petta/,"Up-regulation of DNAM-1 and NKp30, associated with improvement of NK cells activation after long-term culture of mononuclear cells from patients with ovarian neoplasia","DA SILVA, RODRIGO FERNANDES##PETTA, CARLOS ALBERTO##DERCHAIN, SOPHIE FRANCOISE##ALICI, EVREN##GUIMARAES, FERNANDO",5,AUG 2014,6,2014
/pt/pesquisador/7369/carlos-alberto-petta/,Current practice in the management of symptoms of endometriosis: a survey of Brazilian gynecologists,CARLOS A. PETTA##ALESSANDRA M. MATOS##LUIS BAHAMONDES##DANIEL FAÚNDES,4,2007,0,2007
/pt/pesquisador/7369/carlos-alberto-petta/,"Correlation between endometrial histology, microvascular density and calibre, matrix metalloproteinase-3 and bleeding pattern in women using a levonorgestrel-releasing intrauterine system","OLIVEIRA-RIBEIRO, MARILIA##PETTA, CARLOS A.##ANDRADE, LILIANA A. L. DE ANGELO##BAHAMONDES, LUIS##HIDALGO, MARGARETE M.",5,Aug. 2004,0,2004
/pt/pesquisador/8205/luiz-marcelo-sa-malbouisson/,"Protection of cerebral microcirculation, mitochondrial function, and electrocortical activity by small-volume resuscitation with terlipressin in a rat model of haemorrhagic shock","IDA, K. K.##CHISHOLM, K. I.##MALBOUISSON, L. M. S.##PAPKOVSKY, D. B.##DYSON, A.##SINGER, M.##DUCHEN, M. R.##SMITH, K. J.",8,JUN 2018,2,2018
/pt/pesquisador/8205/luiz-marcelo-sa-malbouisson/,Effects of terlipressin as early treatment for protection of brain in a model of haemorrhagic shock,"IDA, KEILA KAZUE##OTSUKI, DENISE AYA##COTARELLI SASAKI, ADOLFO TOSHIRO##BORGES, EMILYN SILVA##CARDOSO CASTRO, LETCIA URBANO##SANCHES, TALITA ROJAS##SHIMIZU, MARIA-HELOISA MASSOLA##ANDRADE, LCIA CONCEICAO##AULER, JR., JOSE-OTAVIO COSTA##DYSON, ALEX",10,MAR 13 2015,5,2015
/pt/pesquisador/8205/luiz-marcelo-sa-malbouisson/,Impact of Cardiopulmonary Bypass on Respiratory Mucociliary Function in an Experimental Porcine Model,"SANCHEZ-VELIZ, RODRIGO##CARMONA, MARIA JOSE##OTSUKI, DENISE AYA##FREITAS, CLAUDIA##BENICIO, ANDERSON##NEGRI, ELNARA MARCIA##MALBOUISSON, LUIZ MARCELO",7,AUG 19 2015,2,2015
/pt/pesquisador/1987/silvana-artioli-schellini/,Análise da biocompatibilidade de cones de biovidro e biovitrocerâmico (Biosilicato®) em cavidade eviscerada de coelho,SIMONE MILANI BRANDÃO##SILVANA ARTIOLI SCHELLINI##CARLOS ROBERTO PADOVANI##OSCAR PEITL##EMERSON HASHIMOTO,5,Fev. 2013,0,2013
/pt/pesquisador/1987/silvana-artioli-schellini/,Prevalence of Diabetes and Diabetic Retinopathy in a Brazilian Population,"SCHELLINI, SILVANA ARTIOLI##DE CARVALHO, GERALDO MIRANDA##RENDEIRO, FABRICIO SALLES##PADOVANI, CARLOS ROBERTO##HIRAI, FLAVIO EDUARDO",5,FEB 2014,12,2014
/pt/pesquisador/4522/uenis-tannuri/,Description of a New Model of Intestinal Denervation and In Situ Ischemia-Reperfusion Injury Using the Cecal Artery for Perfusion,"SANTOS, M. M.##TANNURI, U.##TANNURI, A. C. A.##COELHO, M. C. M.",4,NOV 2009,1,2009
/pt/pesquisador/4522/uenis-tannuri/,Effects of the administration of pentoxifylline and prednisolone on the evolution of portal fibrogenesis secondary to biliary obstruction in growing animals: immunohistochemical analysis of the expression of TGF-β and VEGF,WAGNER DE CASTRO ANDRADE##LUIZ FERNANDO FERRAZ DA SILVA##MARIA CECILIA DE MENDONÇA COELHO##ANA CRISTINA AOUN TANNURI##VENANCIO AVANCINI FERREIRA ALVES##UENIS TANNURI,6,Dez. 2012,0,2012
/pt/pesquisador/4522/uenis-tannuri/,Experimental models of hepatectomy and liver regeneration using newborn and weaning rats,ANA CRISTINA AOUN TANNURI##UENIS TANNURI##MARIA CECÍLIA COELHO##NEIDE APARECIDA DOS SANTOS##EVANDRO SOBROZA DE MELLO,5,2007,0,2007
/pt/pesquisador/4522/uenis-tannuri/,Study of acetylcholinesterase activity in rectal suction biopsy for diagnosis of intestinal dysganglionoses: 17-year experience of a single center,SANTOS‚ M.M.##TANNURI‚ U.##COELHO‚ M.C.M.,3,2008,0,2008
/pt/pesquisador/4522/uenis-tannuri/,Effect of the immunosuppressants on hepatocyte proliferation and apoptosis in a young animal model of liver regeneration: An immunohistochemical study using tissue microarrays,TANNURI‚ A.C.A.##TANNURI‚ U.##WAKAMATSU‚ A.##MELLO‚ E.S.##COELHO‚ M.C.M.##DOS SANTOS‚ N.A.S.R.,6,2008,0,2008
/pt/pesquisador/4522/uenis-tannuri/,Studies of RET gene expression and acetylcholinesterase activity in a series of sporadic Hirschsprung's disease,"COELHO, MARIA CECILIA M.##TANNURI, UENIS##BENDITT, ISRAEL##SANTOS, MARIA MERCES",4,SEP 2008,3,2008
/pt/pesquisador/4522/uenis-tannuri/,Effect of the immunosuppressants on hepatocyte cells proliferation and apoptosis during liver regeneration after hepatectomy-molecular studies,TANNURI‚ U.##TANNURI‚ A.C.A.##COELHO‚ M.C.M.##MELLO‚ E.S.##DOS SANTOS‚ N.A.S.R.,5,2008,0,2008
/pt/pesquisador/4522/uenis-tannuri/,A simplified experimental model of large-for-size liver transplantation in pigs,"GONCALVES LEAL, ANTONIO JOSE##AOUN TANNURI, ANA CRISTINA##BELON, ALESSANDRO RODRIGO##NUNES GUIMARAES, RAIMUNDO RENATO##MENDONCA COELHO, MARIA CECILIA##GONCALVES, JOSIANE DE OLIVEIRA##SOKOL, SUELLEN SERAFINI##DE MELO, EVANDRO SOBROZA##OTOCH, JOSE PINHATA##TANNURI, UENIS",10,2013,8,2013
/pt/pesquisador/4522/uenis-tannuri/,Effects of the administration of pentoxifylline and prednisolone on the evolution of portal fibrogenesis secondary to biliary obstruction in growing animals: immunohistochemical analysis of the expression of TGF-BETA; and VEGF,"ANDRADE, WAGNER DE CASTRO##FERRAZ DA SILVA, LUIZ FERNANDO##DE MENDONCA COELHO, MARIA CECILIA##AOUN TANNURI, ANA CRISTINA##FERREIRA ALVES, VENANCIO AVANCINI##TANNURI, UENIS",6,2012,3,2012
/pt/pesquisador/4522/uenis-tannuri/,Bile duct ligation in neonatal rats: Is it a valid experimental model for biliary atresia studies?,"MENDES GIBELLI, NELSON ELIAS##TANNURI, UENIS##DE MELLO, EVANDRO SOBROZA##RODRIGUES, CONSUELO JUNQUEIRA",4,FEB 2009,14,2009
/pt/pesquisador/931/niels-olsen-saraiva-camara/,Long-Term Aerobic Exercise Protects against Cisplatin-Induced Nephrotoxicity by Modulating the Expression of IL-6 and HO-1,"SAITO MIYAGI, MARIANA YASUE##SEELAENDER, MARILIA##CASTOLDI, ANGELA##DE ALMEIDA, DANILO CANDIDO##NOVA BACURAU, ALINE VILLA##ANDRADE-OLIVEIRA, VINICIUS##ENJIU, LUCAS MACERATESI##PISCIOTTANO, MARCUS##HAYASHIDA, CAROLINE YURI##HIYANE, MEIRE IOSHIE",10,OCT 1 2014,16,2014
/pt/pesquisador/931/niels-olsen-saraiva-camara/,Understanding the Metabolic Profile of Macrophages During the Regenerative Process in Zebrafish,"PAREDES, LAIS CAVALIERI##SARAIVA CAMARA, NIELS OLSEN##BRAGA, TARCIO TEODORO",3,MAY 24 2019,0,2019
/pt/pesquisador/931/niels-olsen-saraiva-camara/,Host dysbiosis negatively impacts IL-9-producing T-cell differentiation and antitumour immunity,"ALMEIDA, RAFAEL RIBEIRO##VIEIRA, RAQUEL DE SOUZA##CASTOLDI, ANGELA##TERRA, FERNANDA FERNANDES##MELO, AMANDA CAMPELO L.##CAMPOS CANESSO, MARIA CECILIA##LEMOS, LUISA##CIPELLI, MARCELLA##RANA, NISHA##HIYANE, MEIRE IOSHIE",10,JUN 2020,0,2020
/pt/pesquisador/931/niels-olsen-saraiva-camara/,Intragraft transcriptional profiling of renal transplant patients with tubular dysfunction reveals mechanisms underlying graft injury and recovery,"AZEVEDO, HATYLAS##RENESTO, PAULO GUILHERME##CHINEN, ROGERIO##NAKA, ERIKA##CARVALHO DE MATOS, ANA CRISTINA##CENEDEZE, MARCOS ANTONIO##MOREIRA-FILHO, CARLOS ALBERTO##SARAIVA CAMARA, NIELS OLSEN##PACHECO-SILVA, ALVARO",9,JAN 7 2016,1,2016
/pt/pesquisador/931/niels-olsen-saraiva-camara/,The Macrophage Switch in Obesity Development,"CASTOLDI, ANGELA##DE SOUZA, CRISTIANE NAFFAH##SARAIVA CAMARA, NIELS OLSEN##MORAES-VIEIRA, PEDRO M.",4,JAN 5 2016,118,2016
/pt/pesquisador/931/niels-olsen-saraiva-camara/,Interleukin-6 and the Gut Microbiota Influence Melanoma Progression in Obese Mice,"PEREIRA, V, FELIPE##MELO, AMANDA C. L.##SILVA, MARINA B.##DE MELO, FILIPE M.##TERRA, FERNANDA F.##CASTRO, IRIS A.##PERANDINI, LUIZ A.##MIYAGI, MARCELLI T.##SATO, FABIO T.##ORIGASSA, CLARICE S. T.",10,MAY 2020,0,2020
/pt/pesquisador/931/niels-olsen-saraiva-camara/,Extracellular Vesicles isolated from Mesenchymal Stromal Cells Modulate CD4(+) T Lymphocytes Toward a Regulatory Profile,"DA CUNHA, FLAVIA FRANCO##ANDRADE-OLIVEIRA, VINICIUS##DE ALMEIDA, DANILO CANDIDO##DA SILVA, TAMIRIS BORGES##DE SOUZA BREDA, CRISTIANE NAFFAH##CRUZ, MARIO COSTA##FAQUIM-MAURO, ELIANA L.##CENEDEZE, MARCOS ANTONIO##HIYANE, MEIRE IOSHIE##PACHECO-SILVA, ALVARO",10,APR 2020,0,2020
/pt/pesquisador/931/niels-olsen-saraiva-camara/,Fecal IgA Levels and Gut Microbiota Composition Are Regulated by Invariant Natural Killer T Cells,"DE AGUIAR, CRISTHIANE FAVERO##CASTOLDI, ANGELA##AMANO, MARIANE T.##IGNACIO, ALINE##TERRA, FERNANDA FERNANDES##CRUZ, MARIO##FELIZARDO, RAPHAEL J. F.##BRAGA, TARCIO TEODORO##DAVANZO, GUSTAVO GASTAO##GAMBARINI, VICTOR",10,MAY 2020,0,2020
/pt/pesquisador/931/niels-olsen-saraiva-camara/,Exercise rejuvenates quiescent skeletal muscle stem cells in old mice through restoration of Cyclin D1,"BRETT, JAMIE O.##ARJONA, MARINA##IKEDA, MIKA##QUARTA, MARCO##DE MORREE, ANTOINE##EGNER, INGRID M.##PERANDINI, LUIZ A.##ISHAK, HEATHER D.##GOSHAYESHI, ARMON##BENJAMIN, DANIEL I.",10,APR 2020,1,2020
/pt/pesquisador/931/niels-olsen-saraiva-camara/,Inflammation in Renal Diseases: New and Old Players,"ANDRADE-OLIVEIRA, VINICIUS##FORESTO-NETO, ORESTES##MIZUNO WATANABE, INGRID KAZUE##ZATZ, ROBERTO##SARAIVA CAMARA, NIELS OLSEN",5,OCT 8 2019,1,2019
/pt/pesquisador/931/niels-olsen-saraiva-camara/,Gut Bacteria Products Prevent AKI Induced by Ischemia-Reperfusion,"ANDRADE-OLIVEIRA, VINICIUS##AMANO, MARIANE T.##CORREA-COSTA, MATHEUS##CASTOLDI, ANGELA##FELIZARDO, RAPHAEL J. F.##DE ALMEIDA, DANILO C.##BASSI, ENIO J.##MORAES-VIEIRA, PEDRO M.##HIYANE, MEIRE I.##RODAS, ANDREA C. D.",10,AUG 2015,86,2015
